,Twit,Tag,Num,Nombre
2401,Muy linda la lluvia pero ya pasa a ser hartante,1,12654,mechi
2402,Y ahora ? Como me olvido de todo? Como hago? Si ella fue mi refugio en esta tormenta,0,38786,mechi
2403,sabes que lindo fumarse algo dsp de esta lluvia,1,57725,mechi
2404,Es ilegal tener que estudiar con esta lluvia bellaaa💔,1,33849,mechi
2405,Algo mas lindo que dormir la siesta con lluvia?,0,50698,mechi
2406,@SantiCastellino si te falla el rayo te parto yo/ Me das celos🖕🏻,0,104041,mechi
2407,Ni en pedo voy al colegio con esta lluvia,1,12009,mechi
2408,@karlaflying @climaballester No nos estan prometiendo lluvia... que se pongan las pilas...,0,103635,mechi
2409,Mira que linda tormenta para dormirse todo,1,38947,mechi
2410,"Suenan las pastillas del abuelo, tomó unos mates y cae la lluvia.. Que linda mañana.",1,52835,mechi
2411,La lluvia de estrellas fue lo mejor que me pasó en la semana 🙌,0,72581,mechi
2412,Me encanta que no salimos nunca en venado pero anoche con tormenta y todo metimos tres bares al hilo,1,99211,mechi
2413,Y cómo olvidar cuando a Salvador le cayó un rayo al lado mientras grababa un audio https://t.co/KbZiMWT2K7,0,37947,mechi
2414,"Y te das cuenta que en los días y las noches de lluvia, (lo) extrañas aún más 
.
.
.
.

November. 12. 18

#likeitup #likeit #likes #liker #pic #picoftheday #likeme #photography #photo… https://t.co/BQhw8mMHy8",0,28396,mechi
2415,"9h ClimaRafaela: Temp. 18.4 °C, Hum. 78 %, Bar. 1005.9 mbar, Lluvia 0 mm, Viento 13.7 km/h OSO #Weathercloud",0,59111,mechi
2416,"Acá en la casa de Cuchi, con sueño y no poder irme con la lluvia jee",1,71852,mechi
2417,Que a las 4:30 pare la lluvia así voy y lo veo AHRE,1,17311,mechi
2418,"Porque después del rayo, viene el Truenoooo.  Cachica cachica",0,72148,mechi
2419,"@Antollanes23 Se sale o se sale, caiga piedra truenos",1,19375,mechi
2420,Me tengo que ir a bañar y estoy modo muerto escuchando una música del otro que se puso sola y también sintiendo como llueve cada vez más 🤦‍♀️🤦‍♀️ divino todo!,1,63266,mechi
2421,Con esta lluvia le voy a dedicar la noche a mi guitarra,1,61181,fede
2422,Frente de Tormenta en Santa Fe https://t.co/e4Z3pxhguF,0,82089,fede
2423,"@Lichu_Euc A mí tmb me agarró la lluvia 😅😂
No la vendas",0,55135,fede
2424,Que paja que estemos a 6 de noviembre y todavía por la lluvia verga no poder limpiar la pileta,1,11956,fede
2425,Cosa linda el ruido de la lluvia y ese olorcito a tierra mojada,1,56820,fede
2426,Me desperté a las 2 x la lluvia y ahora no cae una gota de agua,0,21882,fede
2427,"Autopista Rosario/Santa Fe, se registran lluvias de variada intensidad en todo el corredor.",0,11646,fede
2428,Mi perro ama la lluvia 😍😂,0,94336,fede
2429,"Me junté a desayunar con mi amiga, creo que se va a venir un tornado",0,90103,fede
2430,"Voy a tener 45 años y le voy a seguir teniendo miedo a las tormentas, basta.",0,102628,fede
2431,"#VillaMaria 03:00 hs | Temp 26.8°C Min=26.7°C (02:28) Max=27.6°C (00:00) | Hum.54 | Viento 14.8 km/h N, Pres.980.2 hpa Lluvia   0.0 mm",0,64557,fede
2432,Que se presta un día de lluvia?,0,3207,fede
2433,Esta lluvia amerita smirnoff porro y netflix,1,13103,fede
2434,Lluvia me estás obligando a faltar,1,49378,fede
2435,"La agarró la lluvia y está en Alberti.
Juju regalito del cielo",0,9804,fede
2436,"#VillaMaria 10:00 hs | Temp 28.6°C Min=19.1°C (04:10) Max=28.6°C (09:55) | Hum.46 | Viento 8.6 km/h NO, Pres.991.0 hpa Lluvia   0.0 mm",0,95723,fede
2437,"@Florrrmonzon Con razón la lluvia,",1,82286,fede
2438,Aaaaaa que hermosa lluvia,1,101912,fede
2439,"Si pega bajón de por sí los domingos, con lluvia imaginate",0,66760,fede
2440,Fav si alguien mas está llorando por los truenos,1,72154,fede
2441,Hay un perrito llorando desde hoy y no sé donde y me desespera no saberlo porque no sé si le pasó algo o está bajo de la lluvia o qué quiero llorar !!!,1,26761,fede
2442,"ya escucho esos truenos, y ya pienso en la siesta 😈",1,46138,fede
2443,@LautaritooLm A esa hora es la lluvia??!?? Pero está nublado 😭😭,0,75538,fede
2444,"Lunes ! Ni la lluvia nos para en Córdoba, Argentina https://t.co/ISMfyS3oG7",0,84123,fede
2445,"@Estacion_bcp Hola! Estamos recolectando información sobre eventos severos para el proyecto internacional #RELAMPAGO2018 El granizo fue abundante? Les dejamos también este formulario, para que lo puedan completar si se encuentran con algún evento severo: https://t.co/AQS8JQJKJn",0,702,fede
2446,@RamiCastroGasch Anda a caminar por nueva córdoba un día de lluvia lpm,0,13314,fede
2447,Tendría que ser ilegal trabajar con lluvia. 😢,0,6680,fede
2448,"porque el momento de encontrarnos, llego entre la tormenta",0,88090,fede
2449,"Vi el pronóstico y mañana llueve,adios me fui a pegar un tiro",0,40551,fede
2450,La lluvia acompaña de fondo 📚📖⛈,0,14126,fede
2451,Alguien que me diga a qué hora es la lluvia de estrellas ???,0,78766,fede
2452,al fin lluvia la concha de tu madre,1,75756,fede
2453,Odio que me dejen sola cuando llueve así 🤯🤯,0,30117,fede
2454,"@MaxiCara Yo no defiendo los 40 grados. 
Hasta 35 grados y 60% de humedad banco la parada. Ese es mi límite. 

Igual cualquier cosa es mejor que una semana de lluvia seguida.",0,1392,fede
2455,"Sonó un trueno hiper fuerte y grité “mamaaaa” y al mismo tiempo viene mi hija corriendo... Mira bebe, no se si te asustaste vos tambien pero claramente yo no te puedo ayudar🤦🏻‍♀️",0,14254,fede
2456,"🎶 Ni la lluvia frena a los bailarines si la Zamba los llama 💃🕺✨

#Edicion54 #FestivalJM2019 #JesúsMaría #ColoryCoraje #Zamba https://t.co/JjSVczHupK",0,95157,fede
2457,"No nos vemos hace como un mes, en el grupo ni habla ni aparece, habíamos quedado para comer algo hoy y dice que no se puede por la lluvia 🤔. Mal ahí triana  👋👋👋",0,45600,fede
2458,"Lluvia y mi novio, que más quiero 😍",1,22683,fede
2459,con el ruido de la lluvia*** https://t.co/7VhXMGmfnP,1,74500,fede
2460,"Buen día, mañana fresca y nublada sobre #RíoTercero y zona, luego de la lluvia de esta madrugada. https://t.co/qUnaFh6fEN",0,49320,fede
2461,"Perdón si se viene la tormenta, fue mí primer día laboral",0,89768,fede
2462,Dale lluvia largaaaaaateee,0,69056,fede
2463,Se viene TREMENDA tormenta para dormir,0,78852,fede
2464,"Rayos, van a decir que marica pero les tengo miedo 😞😱desde chico",0,72609,fede
2465,Que linda lluvia para hacer de todo ahre,1,84055,fede
2466,"Mañana si llueve no voy a la escuela, me cansé de ir y que no vaya nadie",0,50047,fede
2467,Justo Hoy Iba A Retirar La Libreta Y Llueve😂!,0,83060,fede
2468,"@pjfabre Pero que vaya a llover hoy como en la noche del sábado, a eso no lo dije. Es difícil cuantificar esa lluvia porque será de origen convectivo y  las tormentas que se desarrollan por el momento son aisladas.",0,21753,fede
2469,"#VillaMaria 21:00 hs | Temp 25.7°C Min=16.3°C (01:16) Max=30.1°C (17:48) | Hum.66 | Viento 5.0 km/h SE, Pres.1002.5 hpa Lluvia   0.0 mm",0,18044,fede
2470,CÓRDOBA| Viernes con probabilidad de tormentas y ascenso de temperatura https://t.co/gWw3POCOjK,0,18545,fede
2471,"Ese temblor que queda en el cielo, viejo amo las tormentas así",1,77726,fede
2472,viendo la lluvia de estrellas con mi hermanito AMO,0,76449,fede
2473,Ese abajo de la lluvia no falla nunca,1,52497,fede
2474,@GeriBelletti Siii jaj te necesite para la lluvia anoche 😞😢no fue lo mismo sin ti,0,99105,fede
2475,@gobdecordoba @JSchiaretti @DeportesCba @RadioSucesos @MedardoLigorria @Continental590 @MIAFM @JoBalbis_MundoD @FMCordoba @diaadiacomar @Cadena3Com @cbaxdeportes muy lindo que puedan disfrutar del deporte menos mal que que fue ayer xq hoy llueve a cantaros,0,1382,fede
2476,Con lluvia y todo nos quedamos con los pibes afuera tomando una coca,1,66786,fede
2477,#tormentas fuertes y algunas puntualmente  severas con ráfagas y posible granizo @DARIOGURVICH @leodelga2 @EmaIbarlucea @ema_rosario @Tiempo_CABA @defensacivilco1 @DefensaCivil103 https://t.co/B8cXV7dpfp,0,66137,fede
2478,Y si nos juntamos a ver la lluvia de estrellas y mientras tanto te hablo de como me apasiona el universo?,0,62179,fede
2479,@GGustavokenobi Viento del este llueve como peste...para refrescar aquí mejor del sur...,1,43685,fede
2480,"Lluvia
#RojoSkere",0,17604,fede
2481,Que hijo de re mil puta el que me rayo la moto! Si me llego a enterar quien fue lindo le va a ir!!!,0,67170,fede
2482,Que lindo dormir con lluvia... Si pudiera dormir insomnio y la concha de tu madre,1,94379,fede
2483,Amo dormir escuchando la lluvia de fondo,1,23211,fede
2484,"#VillaMaria 09:00 hs | Temp 22.1°C Min=16.3°C (04:14) Max=22.2°C (08:54) | Hum.56 | Viento 12.2 km/h N, Pres.991.5 hpa Lluvia   0.0 mm",0,48695,fede
2485,Esta noche hay lluvia de estrellas y cumplimos 10 meses y él no está 💔😫,0,79004,fede
2486,"Roldán, 20 dic 2018. 0850 h. El grupo pasa a VIGILANCIA NORMAL. Entramos a una mejora temporaria, seguiremos con algunas lluvias, probables tormentas nuevamente durante la tarde/noche. Mejoran las condiciones durante... https://t.co/M1jtvKJYeO",0,94175,fede
2487,"gracias lluvia, rendiré la semana que viene",1,73233,fede
2488,"Con la cantidad de rayos que están cayendo, alimentamos de energía a medio mundo",1,104173,fede
2489,La lluvia y zafar de la vela 😍😍,0,93207,fede
2490,Si hay algo mas hermoso que estar acostado escuchando de fondo el sonido de la lluvia no quiero saberlo,1,62679,fede
2491,Bendita lluvia 😍,1,37523,fede
2492,"Lluvia de estrellas, amorcito, Zayn, dios, que preciosa noche. 
#ArgentinaListensToIcarusFalls",0,74130,fede
2493,m desconecto un rato y veo que criticaron. ojala ni nos hubiésemos preocupado por la lluvia bi por su baile y no cobramos la miseria que vamos a cobrar por lo cara que salió esa carpa. desagradecidos de mierda los odio,0,90575,fede
2494,Pero que leeeeeeenda esta lluvia 😍,1,35397,fede
2495,"#Pronóstico #Córdoba Miércoles: Mínima: 17°C/Máxima: 24°C, Llovizna, Prob. lluvias 100%; Jueves: Mínima: 19°C/Máxima: 27°C, Soleado, Prob. lluvias 90% . Hora: 21:00:02 #ClimaCordoba",0,901,fede
2496,@rjher Jajajaja Bien muy bien. Pasando calor y lluvias x estos lados. Ojalá el finde esté normalito jaja Abrazo grande! Buen regreso!,0,70322,fede
2497,@josecorralSF @Veroensinas @SMN_Argentina Quien está tan al pedo para sacar esos audios siempre que hay tormenta?,0,21540,fede
2498,Si hay algo o alguien allá arriba que se apiade de todas esas familias que ya tienen agua en sus casas y pare esta lluvia por favor 😣,1,24892,fede
2499,Sorry pero esta tormenta no me gusta nada bai,1,33648,fede
2500,"@andy_93 Aca x mi zona que es de mucho campo aún no llueve. La están esperando, pero tienen miedo  que llueva mucho en poco tiempo y planche el suelo",0,8459,fede
2501,Abriste el paragua antes papito jajaja sabias que se te venia lluvia!,0,62127,fede
2502,me da alta risa que se quejen de esa plaza del orto cuando la pintada seguro se va con la lluvia y sino seguro la limpian jaj me encanta verlos llorar varones,0,89088,fede
2503,Entre la lluvia de fondo y esa playlist resistí vos despierto! 😴😴😴⛈⛈,1,30628,fede
2504,Me cagoo en la lluvia.!,1,44659,fede
2505,Que linda lluvia para dormir la siesta va como 👊,1,79768,fede
2506,"(Caza tormentas: Se  presenta en el Área Material el avión del proyecto ""Relámpago Cacti"") publicado por Telediario Digital - https://t.co/H5hGrqfzYB https://t.co/BUXYZW6C9K",0,37896,fede
2507,"#VillaMaria 03:00 hs | Temp 20.7°C Min=20.7°C (02:57) Max=23.1°C (00:00) | Hum.67 | Viento 7.2 km/h NNO, Pres.985.0 hpa Lluvia   0.0 mm",0,42172,fede
2508,"[Fue Noticia]  En los próximos días podrá verse a las Gemínidas, una gran lluvia de estrellas https://t.co/E9FFbhfOfv",0,64917,fede
2509,Que hermosa lluvia para estar viajando 🌨️❤️,1,92327,fede
2510,"Entienden que ya tenia la pileta lista para mañana. Y se vino alta tormenta!
Hablame de suerte😂",1,100654,fede
2511,@DanielaJacobi Me hago una lluvia de birra y me tiro a la pileta abajo de la lluvia real. Que la chupen,1,77116,fede
2512,Rayos necesito un abrazo de Roshmery 😭😭😭😭,0,79075,fede
2513,Lo mejor que le podía pasar a esta final era jugarla con lluvia. Que se maten de una vez,0,8255,fede
2514,"Hermosa lluvia, pero me falta algo.. ah el helado lo deje en el freezer",1,56663,fede
2515,Nada más lindo que dormir con el ruido de la lluvia y el ruido del ventilador ...😚,1,53165,fede
2516,Pero qué lluvia de mierda,1,85211,fede
2517,a mi nomas me gusta salir de mi casa cuando llueve,0,54079,fede
2518,Me puse a ver la serie. Empezó la tormenta. Papá desenchufó el router y no pude ver más. Paró la tormenta más de media hora. Enchufe el router. Me puse a ver la serie de nuevo. TORMENTA DE NUEVO. El universo conspira para que no vea la serie 😒,0,58100,fede
2519,Ganas de dormir abrazado con esta lluvia.,1,53343,fede
2520,No me quiero imaginar con esta lluvia como deben estar las calles llenas de pozos en Castex que nunca arreglaron y no van a arreglar en la re puta vida,1,19931,fede
2521,Que asco tener que fumarme el calor todo el día para que después la lluvia dure 3 minutos.,0,67923,fede
2522,"Vamo a dormir la siesta con lluvia 

Enviar",1,16417,fede
2523,Aquí adentro siempre llueve.,0,39319,fede
2524,"Camine bajo la lluvia, el agua que está cayendo,tan solo mi pensamiento su bella imagen quedó y solo como un peregrino quise dar luz a mi sombra y que cesara el diluvio que había tenido en mi imaginación...",0,33222,fede
2525,Que hermoso fue jugar bajo la lluvia😍🏑,0,18216,fede
2526,ESTOY DESVELADO ESPERÁNDOLA A VIDAL CON LA CAMPERA UNIQLO Y BOTAS HUNTER DE LLUVIA RECORRIENDO EL CONURBANO!! “CARA DE CATEQUISTA” HIPÓCRITA... @p_nob @LAlbouy @fernandoresiste @Barboza2020 @leo_gamulin @Horacio246 @cleochiqui @matiifz @enzoed1 @joselsimon https://t.co/XRGUxG2Ix4,0,2408,fede
2527,"🌧 Recomendaciones ante tormentas fuertes en #Rosario y la región ⏩ https://t.co/p7oUX4rzeC

Recordá que para denunciar inconvenientes podés llamar a la línea gratuita 103 de Defensa Civil 📞 https://t.co/ouYnWA7i6D",0,102950,fede
2528,@mnsaldivar No sabes lo que llueve!!!,1,75877,fede
2529,Amo la lluvia 😍,0,736,fede
2530,Nadie nota mis lagrimas cuando se mezclan entre la lluvia,0,70081,fede
2531,Como que anuncian lluvia para el finde :)),0,7528,fede
2532,Últimamente las tormentas están mas fuerte que eia,0,93907,fede
2533,A qué hora empiezan las historias y estados con las descargas y la tormenta?,0,37138,fede
2534,Supuestamente hoy terminaba de limpiar y armaba la pileta. Lluvia andate a la puta que te parió.,1,69038,fede
2535,"18h ClimaRafaela: Temp. 28.1 °C, Hum. 45 %, Bar. 997.9 mbar, Lluvia 0 mm, Viento 9.7 km/h SE #Weathercloud",0,38258,fede
2536,"me: tormenta eléctrica 🌈☄️💜💚💘💕💘💜💚💜💚😍😍😍
me si cae un rayo y estoy sola: hola ma? Estoy yendo a dormir con ustedes",1,71766,fede
2537,Es al pedo salir con esta lluvia,1,81446,fede
2538,Pero como me hizo saltar pa arriba el primer rayo que cayó jajaja,1,28342,fede
2539,Gente yo estaba en La Bombonera y en ese momento no se podía jugar. Pero lo suspendieron dos horas antes... ahora ya no llueve más 🤦‍♀️,1,5265,Melissa
2540,#Clima | Los datos de lluvias: en Metileo cayeron 82 milímetros ===&gt; LEÉ LA NOTA COMPLETA EN ===&gt; https://t.co/qGGp9smJMS https://t.co/9G0v23ZGF0,0,89833,Melissa
2541,Pq llueve tanto lpm,1,33872,Melissa
2542,Nunca voy a dejar de tener miedo a los truenos 😭😭😭,0,106534,Melissa
2543,"@NanNFC2 Hola BOO,buen dia.BENDICIONES EN FORMA DE LLUVIA....",0,37915,Melissa
2544,"Acá, mamada, comiendo pizza y escuchando la lluvia jajajajaja",1,100121,Melissa
2545,"Que lluvia de mierda, un día de semana no hay ni una puta nube y hoy sábado se viene el mundo abajo😡😡😡",0,9722,Melissa
2546,"Anoche la tormenta tiró el arbol de la vereda de mi casa, TORMENTA  porque te lo llevas a el? Llévame a mi",0,69819,Melissa
2547,Y la lluvia de estrellas??,0,73404,Melissa
2548,"Osea me vine al cardiólogo xq hace días que no consigo el turno, me dicen que se viene una fuerte tormenta justo a esta hora, pero no, yo vengo igual ya veo que no pasa nada y me muero por no tener mis medicamentos",0,28741,Melissa
2549,Dormir con lluvia😍,0,33275,Melissa
2550,Creo que se viene una re tormenta,0,85633,Melissa
2551,Tremenda tormenta eléctrica juju,1,33852,Melissa
2552,"@BDaiaana Todo lo que queda de esta semana llueve y nose si la otra tambiennn, no llego a estar así https://t.co/vQmsw9r7PM",0,58976,Melissa
2553,Ni la lluvia te digoo..,0,46150,Melissa
2554,Me estaba decidiendo ir a cb hoy y se vino la tormenta triunfando siempre,1,91409,Melissa
2555,"Yo quería ver la lluvia de estrellas, pero la tormenta lo arruinó",0,76386,Melissa
2556,"Con todo lo que lloro, en vez de que la lluvia inunde la ciudad, la voy a inundar yo",0,22903,Melissa
2557,Ojalá que esta hermosa tormenta les llene el tanque a algunos ;) @Sofi_Castro,0,75017,Melissa
2558,"Quiero casarme con esta lluvia hermosa, se puede??",0,31938,Melissa
2559,Necesito botas de lluvia. Mí próximo compra,0,15654,Melissa
2560,La lluvia me puso a limpiar,1,85041,Melissa
2561,"@pepemilton1 Así será!!! Fe, paciencia y lluvia de bendiciones... Abrazo y beso a la distancia",0,58521,Melissa
2562,Soñé que se vino una re lluvia y lo primero que salvé fue la play jajajaj encima lo peor es que se re había mojado 💔,0,63292,Melissa
2563,"Acaba de pasar un tornado por san francisco! Y mi novio no me contesta, no le llegan los mensajes, nivel de desesperación 1828181882101101370",0,72345,Melissa
2564,Por el Oeste se ven relámpagos creo que en 2 o 3 horas la tenemos en Capital la tormenta,1,102283,Melissa
2565,Lluvia linda❤️,1,94530,Melissa
2566,Hace cuanto no le tenía miedo a una tormenta 😣,0,75676,Melissa
2567,@ElShowDeJota Mañana también llueve,0,7791,Melissa
2568,Una hermosa lluvia y yo sin ti..😞,0,84502,Melissa
2569,@AntonellaVernal Las brujas le temen a las tormentas ?,0,70840,Melissa
2570,Lluvia forra podes ir parando,0,29299,Melissa
2571,Llueve o no llueve?,0,4152,Melissa
2572,"Llueve, mi hija con sus amigas lavaron ropa para esta noche!!! Las HDP prendieron el calefactor para secarla!!! No pueden ser más wachas, nos estamos muriendo!! 🙈😂😂😂😂",0,102728,Melissa
2573,Entrenando para el Camino de Santiago aprovechando que hoy no llueve (hasta ahora)... Vamos aumentando la distancia y hasta ahora el cuerpo se la banca #ArgentinosenelCamino… https://t.co/RvN6GdQGVB,0,8698,Melissa
2574,"la lluvia, los auriculares y mi cama💗",1,17166,Melissa
2575,Fuaa ese trueno no terminaba más,1,15163,Melissa
2576,"Esta lluvia da para todo ,menos trabajar",1,86543,Melissa
2577,Dios parece que se va a venir la estación encima 😟 que pedazo de tormenta,1,73810,Melissa
2578,"Que linda que es la lluvia loco, es imposible ENOJARME con ella ♥️",0,72387,Melissa
2579,Lluvia de estrellas male sal 🙄,0,77890,Melissa
2580,Lluvia... ♡🌧,1,94525,Melissa
2581,La lluvia me está indicando que tengo que ir a dormir.,1,34502,Melissa
2582,[12/20 18:20] : Ya voy y te abrazo con esta lluvia,0,92620,Melissa
2583,"Que fea tormenta , me d terror 😑",1,100508,Melissa
2584,que linda lluvia a a,1,99819,Melissa
2585,lluvia😍😍,1,86528,Melissa
2586,Ni enterado de la lluvia jaj,1,109716,Melissa
2587,"Cuando hoy abrí mis bellos ojos a recibir este nuevo día NO SABÍA QUE IBA A TENER TANTA ACCIÓN LOCOOOO nos agarró el huracán, la lluvia, las piedras en el centro a la tarde... Después de misa de 20 hs nos encontramos con una manifestación feminista que se re amo ahreeeee tonti",0,57550,Melissa
2588,@Aguus59 Con esta tormenta ? Deja y jode,0,75698,Melissa
2589,"Lluvia andate, no ves que no tengo porro pa disfrutarte",0,43139,Melissa
2590,"que lindo que esta para la siesta, y más con esta lluvia😍",1,85677,Melissa
2591,"Llueve , yo aca en el trabajo y voy a tener que garpar un remis la puta madre",1,57133,Melissa
2592,"Importante tormenta azotó al centro de la Provincia: Capital, La Punta, Juana Koslay, El Volcán entre otras localidades sufrieron destrozos por la tormenta de hoy por la tarde. https://t.co/33Eqjnt1MO https://t.co/4F23g0jaRU",1,103187,Melissa
2593,Llueve??? Ahre,0,93150,Melissa
2594,Con esta lluvia no se puede estudiar. Necesito siesta y liberarme de todos los parciales!!,1,19539,Melissa
2595,ni a palo voy al gym hoy sabiendo que en el wod hay que correr bajo la lluvia jaj,0,28817,Melissa
2596,"No puedo entender lo horroroso que es este vídeo y cómo empeora a medida que pasan los minutos.

La línea de 5 policías buscando la forma de retroceder, la lluvia de cascotes, los «corré puto», «corré cagón», como intentan arrastrar a un compañero caído. https://t.co/64nq6FvyZO",0,58719,Melissa
2597,Ya veo que me agarra la lluvia,1,79951,Melissa
2598,☔🌪Nuevamente llueve en Córdoba. En algunas zonas de la ciudad hay agua sobre la carpeta asfáltica. Circular con precaución. https://t.co/FrtysXuRlc,1,11081,Melissa
2599,Lluvia y serie en la cama❤️,1,109187,Melissa
2600,Que rico lluvia comida y gui,1,93385,Melissa
2601,Lluvia maldita me está haciendo poner de mal humor,1,106609,Melissa
2602,"⚡️ “Las imágenes de la lluvia de meteoritos más grande del año ✨”

https://t.co/kRepRtGoLG",0,88258,Melissa
2603,"18h Agvnet CDU: Temp. 27.8 °C, Hum. 77 %, Bar. 998.9 hPa, Lluvia 0 mm, Viento 9.7 km/h NE #Weathercloud",0,69471,Melissa
2604,"@TomiiCufre @mati_torres18 Voy a 6to y me sigo asustando con los truenos , idiota! 😤😤😤😤😤",0,30315,Melissa
2605,crónicas de se me cortó la luz x la lluvia y me tenía que bañar 🙃,0,30564,Melissa
2606,"17h Agvnet CDU: Temp. 33.1 °C, Hum. 35 %, Bar. 994.8 hPa, Lluvia 0 mm, Viento 3.6 km/h NO #Weathercloud",0,64431,Melissa
2607,@leandro65542875 En Castelar llueve?,0,642,Melissa
2608,"La vez que tengo ganas de hacer algo llueve, soy la + salada",0,95416,Melissa
2609,"#RosarioAR SABADO 29: 🔻21ºC 🔺32ºC
⛈ Toda la jornada: Lluvias y tormentas
https://t.co/BlJAuvzFjC",0,99281,Melissa
2610,"Que especial esta el dia, este clima y esa lluvia.... va con g o con j",0,53146,Melissa
2611,Cómo arrancar a trabajar un lunes de lluvia y frío ??? Yahoo respuestas,1,50840,Melissa
2612,Se oscureció el cielo de #SantaFe | Llega la #tormenta a la ciudad | https://t.co/0XeridaEVH https://t.co/TvAUUx0Frj,0,44615,Melissa
2613,lo que cagó la noche fue la lluvia,0,56406,Melissa
2614,"#BuenLunes  Son más de las 12 del mediodía y recién largando con el mate... Llueve y llueve, igualmente se trabaja! Y mucho! 😉 https://t.co/7nY069oPhR",0,29947,Melissa
2615,"Estábamos estudiando con mis amigos y empezaron a caer rayos cerca de mi edificio... Dejamos todo y empezamos a contar cuántos segundos demoraría el trueno. 
NOS DIVERTIMOS CON TAN POCO!",1,14609,Melissa
2616,"@charadebe Jajaja sí todo comienza con un leve mareo, lluvia de eructos y finalmente un bello vómito.",0,57912,Melissa
2617,@Sebakelman5 Más extraño cuando esa persona tenía una ciudad que no la estaba pasando bien por las lluvias!,0,39685,Melissa
2618,"Es un gualicho esto. La lluvia, la racha sin ganar de visitante, las lesiones, la falta de guita, las incorporaciones y esta Comisión Directiva.",0,55520,Melissa
2619,"Se dan cuenta xq el nefasto socialismo que gobierna la provincia hace décadas no sirve? Todos los años la misma historia con las lluvias en el interior. Cosechas que se pierden, familias que pierden las casas, se inunda todo, y después te salen a hablar de derechos humanos",0,27179,Melissa
2620,"16h Agvnet CDU: Temp. 30.1 °C, Hum. 42 %, Bar. 998.8 hPa, Lluvia 0 mm, Viento 23.4 km/h NE #Weathercloud",0,335,Melissa
2621,Sola en casa con esta lluvia me hace necesitar mínimo un gato 🐈,1,79906,Melissa
2622,sobran ganas de entrenar y se llueve todo,1,29979,Melissa
2623,"Según me informan por la cuchara, en #Azucena ya llueve y hay una tormenta importante. Estoy en condiciones de afirmar, que es probable que quizás la tormenta, pase por #Tandil, y sea según estimaciones incomprobables, una aparente zarpada tormenta.",1,102904,Melissa
2624,Todo el mundo al puente de la 9 de Julio hoy a ver la lluvia de estrellas,0,79762,Melissa
2625,Lluvia beia,1,57127,Melissa
2626,Perdón pero con el ruido de la lluvia de fondo está para desayunar un buen garche,0,52298,Melissa
2627,Así se vivió el encuentro de “zumberos” en el Parque de las Naciones... hasta que llegó la lluvia y obligó a suspenderlo. en Ministerio de Turismo y Parques de San Luis https://t.co/7yC2pUtZZy,0,108477,Melissa
2628,De ahora en más respeto a las nubes y fucking tormentas,0,109101,Melissa
2629,Que linda lluvia hermano al fin 😍,1,75687,Melissa
2630,"Que berga esta lluvia, yo la quería poner :(",0,2621,Melissa
2631,Mirá las imágenes de lo que dejó el paso de la tormenta por la localidad de Maisonnave https://t.co/d2RjBFIgnH,0,83142,Melissa
2632,Bueno lluvia calmate que mañana me tengo que ir nadando a trabajar,1,32675,Melissa
2633,Y deai lluvia de estrellas kvc,0,72789,Melissa
2634,"Datos actuales en #SantaFe
Barrio Colastiné Norte:
T: 18.0°C
H: 89%
ST: 18.0°C
P: 1011.1hpa
Lluvia hoy: 6.9mm",0,51458,Melissa
2635,Si no llueve pienso ir a marchar con Bauti y llena de glitter abortero y feminazi 💚💜,0,63578,Melissa
2636,Les dejo una mirando la lluvia https://t.co/WUlYR6ILsH,0,51738,Melissa
2637,Una fuerte tormenta provocó destrozos en Quines y Candelaria - https://t.co/uNSWwJFugs https://t.co/Mr0I4h8pty,0,23183,Melissa
2638,"Qué día de mierda hoy, lo único bueno fue la lluvia",0,92147,Melissa
2639,"Parece que hoy llueve todo el dia: no te olvides el paraguas!! 
De las noticias y la música, se encarga Ulises!! 🎶📰
#AlegreDespertar 😀🌅 https://t.co/CEGygeOlWB",0,63604,Melissa
2640,Ojala se venga una re tormenta así no voy.,0,68825,Melissa
2641,Basta de truenos por favor 🙏🙏🙏,1,75117,Melissa
2642,"Lluvia, mates y pelis",1,90333,Melissa
2643,Muy wasa la tormenta,1,75862,Melissa
2644,Y la lluvia? 😑,0,1546,Melissa
2645,@SJagou Se viene una re tormenta anda dormir,0,5863,Melissa
2646,Lluvia yo te elijo,0,79808,Melissa
2647,Lluvia me cagas la nocheeeee,0,102920,Melissa
2648,#Nacionales | Importante crecida en Mina Clavero: Se registraron lluvias de más de 100 mm  https://t.co/s3qJtruhHp,0,99331,Melissa
2649,"ATENCION VILLA DEL DIQUE

VILLA NUEVA SE PERDIO ESTA PERRITA TIENE MIEDO A LOS TRUENOS

CONT VANYU 3546 510162 en Villa Del Dique, Cordoba, Argentina https://t.co/e9efj0J0Yf",0,93210,Melissa
2650,Lindo para que me agarre la lluvia cuando salgo de trabajar. . .,0,16661,Melissa
2651,Lindo es dormir con lluvia,0,17486,Melissa
2652,El tiene que salir a trabajar bajo la lluvia porque vos no te sabes meter el papelito en el bolsillo pedazo de forroo@!! https://t.co/AsHh25UA8M,0,37478,Melissa
2653,Me había RE dormido y empezaron a caer los rayos y acá estoy 🙃🙃,1,3082,Melissa
2654,"Siempre cuando voy al dentista llueve, re bien eh",0,59385,Melissa
2655,Creo que llueve,1,19125,Melissa
2656,@AnuhCentraL Llena de quilombo y lluvia  jejeje,0,71237,Melissa
