Twit,Tag,Num,Nombre
"Cierro mi pieza con llaves porque mi hermano me roba indumentaria por ende nadie puede entrar a cerrar la ventana que deje abierta, la inundacion que debe haber ni quiero saberlo.",0,47287,fede
Esta lluvia culiada no quiere parar...,1,85246,fede
El aire y el ruido de la lluvia me vuelvo loca,1,29003,fede
"@FiammaIrrazabal Y terrible tormenta se viene, eso sí que es ser salada 🙅‍♀️",0,40512,fede
@Nicorojas000 Día soleado con una máxima de 33°c Y con poca probabilidad de lluvia,0,67217,fede
"#VillaMaria 23:59 hs | Temp 23.2°C Min=19.1°C (04:10) Max=34.7°C (15:39) | Hum.54 | Viento 6.1 km/h NO, Pres.990.5 hpa Lluvia   0.0 mm",0,95802,fede
"Tengo ganas de comer algo dulce,en mi casa no hay nadie y encima llueve para salir a comprar algo",1,84697,fede
@DanielAsturzzi Jaaaaaaaa pregunté por la lluvia! La tormenta me da terror!!!! El viento los truenos! Todo!!!! Pero dormir con el ruido de la lluvia de fondo... glorioso!,1,5067,fede
Con lluvia y todo salimos primeras.!❤🏑❤,0,50354,fede
"⛈⛈DATOS DE LLUVIA EN NUESTRA ZONA⛈⛈
✅Franck 90 mm
✅Esperanza ciudad 32 mm
✅Felicia 25 mm
✅Gessler 50 mm
✅Humboldt 25 mm
✅Villa María 160 mm
✅Manucho La Turquina 8 mm
✅Progreso 7 Km al norte 6 mm
✅Sa Pereira zona rural 60 mm
✅Cululú 5 mm
✅Cavour 20 mm",0,35983,fede
Me lloraba a los gritos y tenía q calmarlo y ahora creo q si me agarra un tornado ni le importa jajajaja así son,0,89069,fede
Calmara la lluvia este desierto🎶,0,15502,fede
A mí perro le estaba dando miedo la tormenta y lo deje dormir en mi pieza. Se acaba de tirar un pedo que le vi la cara a Dios. 0 respeto por mi bondad,0,31644,fede
"No puede ser, pleno diciembre y toca 1 día de sol, 2 de lluvia, 3 nublados, 1 de frío, 2 de sol, 5 de lluvia, 2 de carne, 5 de choclo, 5 de choclo, 2 de carne, 5 de carne, 9 de choclo, 1 de carne",0,90023,fede
Como que cuando llueve es automatico que siempre me tengo que ir a dormir,0,44824,fede
"Vos estás linda siempre, con problemas y con ojeras. Aunque te pasen cosas feas, aunque la persona que querés no te quiera. Aunque seas un desastre por dentro y una tormenta por fuera. Vos estás linda siempre, porque tus sueños no conocen fronteras.",0,63163,fede
Tormentas fuertes o severas en varias provincias del centro del país https://t.co/yzlLV7WLMe https://t.co/3uMKEWfCMs,0,70378,fede
Era perfecto el dia pero la lluvia lo arruino,1,106252,fede
"Le acabo de tirar el ""Rayo perinizador"" a mucha gente y vaya que estoy acertando.",0,42634,fede
"El tiempo #en Santa Fe:
Barrio Constituyentes
T: 24.5°C
H: 74%
ST: 24.5°C
P: 1002.1hPa
Lluvia hoy: 0.0mm.",0,1788,fede
Amo los dias de lluvia🙌🏽,0,78219,fede
Se viene linda tormenta y yo yendo a inscribirme a la facultad,0,93296,fede
"Si dormír es hermoso, imagínate con esta lluvia, y con vos",1,51523,fede
"Me pone de muy mal humor que está lluvia del orto me arruine los planes . 

😣",1,64858,fede
Que lindo volver caminando a mi casa con esta lluvia,1,18911,fede
"Me encantan las noches de lluvia, sobre todo cuando no trabajo al día siguiente! LA perfección! https://t.co/naq5Vq23Vp",0,35086,fede
Noche de lluvia mas mates y raspaditas= felicidad,1,58086,fede
"Fotos tormenta 27 dic.18 .., sin filtro ..
Un regalo de la naturaleza...😍 en Villa Trinidad, Santa Fe, Argentina https://t.co/cbAci5XsTm",0,105846,fede
Qué lindo vientito y olor a lluvia😻,0,66022,fede
tres semanas que me agarra la lluvia. Mañana salgo con el paraguas y sol con 40 grados,0,58633,fede
Toda está semana esperando la ida y en Bs As llueve lpm,0,9563,fede
"#MiniVoley
Ayer el Mini le ganó a la lluvia y mas de 140 niños/as vivieron una hermosa jornada en Cosquín. en Córdoba, Argentina https://t.co/QOUbCGEDwD",0,36344,fede
"Amigo como no les puede gustar estás tormentas yo me re sentaría en el flotante a ver todos lo rayos, el viento, el agua.. es perfecto😍😍",1,33126,fede
"Ayuda difuminar cicatrices, a eliminar pequeñas imperfecciones o granitos, además funciona como una barrera natural para proteger la piel de los rayos solares. Además, la vitamina E es un espectacular antioxidante que protege las células. #SEYTÚ

— SEYTÚ Cosmética (SeytuCosm…",0,44318,fede
Lluvia 😍,0,83924,fede
Que lluvia del orto espero que drene bien la bombonera,1,9472,fede
Que linda lluvia ...(seria un 10 la noche si estuvieras aca conmigo),1,13590,fede
"El crack de @nicofuelico con su guitarra en una tarde hermosa de lluvia que nos dio el señor, Que mas puedo pedir???",0,6586,fede
"Igual altas ganas de volver cuando estábamos en pleno auge tipo 2013/2014, era andar todos los días del año por más viento, lluvia, hielo, frío que haya",0,87613,fede
"""a veces las lluvias solo mojan"" pensó el héroe del fuerte en esos años. Salir de la tumba y no tener vocación a cualquier yugo que no fuera de caño.",0,30449,fede
Ni ganas de ir al colegio con esta lluvia,1,43163,fede
La siesta en el campo más la lluvia. Es algo único 😎😎,0,102406,fede
lluvia de estrellas male sal,0,78776,fede
"Lluvia 😍 y Siesta 😍
La Mejor Combinación 😍😍",0,41265,fede
Que linda combinación lluvia + estudiar para rendir 4 días seguidos como para cabecear una bala,0,30385,fede
"Robaron un moto en barrio Jardín

Fue a cenar a la casa de su suegro, dejó la Honda Tornado afuera y se la sustrajeron.

https://t.co/DHfaDjFFa5",0,62374,fede
"Datos actuales en #SantaFe
Barrio Sgto. Cabral:
T: 25.7°C
H: 78%
ST: 25.7°C
P: 997.1hpa
Lluvia hoy: 42.8mm",0,20051,fede
Que hermosa lluvia para dormir ⛈❤️,1,24383,fede
Unas ganas de ver la lluvia de estrellas con un fernet en la mano.,0,88630,fede
Llueve lindo y mucho en Córdoba! Creo q la lluvia me viene persiguiendo y viajó conmigo Cba-Neuquén-Río Negro y a la inversa Río Negro-Neuquén-Cba,1,13100,fede
La vez que van a empezar llueve lpm,0,65883,fede
Truenos chotos,1,92739,fede
@omaarsoria volvamos a la tarantela de anoche bajo la lluvia,0,60579,fede
Lo bueno de toda esta lluvia que no vamos a correr en el gym https://t.co/ofPNj8COCQ,1,46535,mechi
"¡Odio el calor! Devuelvanme los días grises, el frío y la lluvia por favor.",0,10420,mechi
🌧️Niño instalado hasta abril 2019 #Lluvias #Campaña1819 #maiz #soja https://t.co/O73hwJXaeC,1,94157,mechi
Buen día viernes de tormentas en Paraná https://t.co/8vxx4vbL5F,1,45156,mechi
Yo quisiera tomar sol como cualquier persona pero TRABAJO TODA LA TARDE Y LOS DOMINGOS QUE NO TRABAJO ESTÁ NUBLADO O EN SU DEFECTO LLUEVE,0,79564,mechi
Que lluvia puta,1,79292,mechi
@jeremiascalo No se indignan por la lluvia se indignan por las calles rebalsadas de agua por las NO obras públicas que hacen y nadie dijo que NO hay hambre en los km 🤔,0,1348,mechi
Lluvia que lindo 😍🌧️!!,1,90735,mechi
"Gente consejo:no agarrar descalzo nada que sea eléctrico, cuando hay tormenta. Pueden quedar como yo esta mañana. Saludos.",0,28869,mechi
"Gracias a Dios un poco de sol para tanta gente que la esta pasando mal por la lluvia. 🌞🌞

Que tengan un hermoso día. https://t.co/j22almyABz",0,36710,mechi
Dormirse escuchando la lluvia tendria que considerarse la octava maravilla del mundo.,0,53684,mechi
"Que sueño, lluvia dicen",0,53397,mechi
Por que ahora que tengo que ir a entrenar llueve? 🤦🏽‍♂️,1,51155,mechi
mira qué lindos rayos como para que me caiga uno en la frente,1,14480,mechi
"Despues de la lluvia siempre sale el sol, dicen!",0,90240,mechi
"18 cumpleaños con 40 grados y para mis 19 llueve, bueno gracias igual ni quería hacer joda",1,97788,mechi
"El tiempo #en Santa Fe:
Barrio Constituyentes
T: 22.8°C
H: 28%
ST: 22.8°C
P: 1016.9hPa
Lluvia hoy: 0.0mm.",0,38474,mechi
"Norte de San Luis.
Cien familias de Lafinur afectadas por los destrozos que provocó la tormenta. https://t.co/8sxuO67wGH",1,20759,mechi
Tranquila mama la tormenta pasará♪,0,47827,mechi
"Ya se acercan los especiales de Lavecchia y no vi Planeta gol en todo el año, rayos",0,59378,mechi
"@MuniCba Por favor , hace 15 días después de la tormenta quedó BARRO en los desniveles de la calle, justo en mi frente. Los 3 viernes siguientes barren las calles del barrio y saltean Amancio Alcorta, cuadra del 3700. El barro se está pudriendo, mucho olor.",1,104427,mechi
"El clima parece mi estabilidad emocional, llueve un rato, sale el sol, y cuando menos lo esperas se larga con toda, asi sucesivamente",1,11563,mechi
"@lagarchetta Recién pegó una lluvia tremenda pero cortita, en 10 minutos paró",1,76134,mechi
"vola alto mi suru, la tranquilidad de saber que estas llegando en paz, que está lluvia sos vos dándonos esa tranquilidad que vas a estar en paz. vas a ser la estrella más brillante del cielo. hasta siempre flaco😇💗",0,46091,mechi
Lo peor de todo no es esta lluvia... lindo calor se va a venir despues,1,96593,mechi
Y si venis y dormimos con la ventana abierta mientras llueve?,0,36200,mechi
esta tormenta es porque le mande algo a la Candela y ME RESPONDIÓ,1,40424,mechi
"Y yo que iba ir a area, que linda lluvia",1,102412,mechi
"#VillaMaria 03:00 hs | Temp 23.3°C Min=23.3°C (01:08) Max=23.8°C (00:00) | Hum.92 | Viento 11.2 km/h NE, Pres.984.1 hpa Lluvia   0.0 mm",0,69606,mechi
Bueh... Todos escucharon un súper trueno y yo ni ahí!🤔,1,85635,mechi
"Me gustaría tener un perro, solo para poder sacarlo a pasear a esta hora (con lluvia y td)",0,49487,mechi
Llueve... a mi me dan ganas de estar en tu cama y me quiero matar,1,53701,mechi
Que verga ésta lluvia loco,1,24730,mechi
parecía que se iba a caer el cielo y ni arranco la lluvia :(,1,79152,mechi
La puta que te parió lluvia culiada. Activo la casa de una .,1,108274,mechi
@pickyvod intenta poniendo sonidos de lluvia o cosas asi,0,53313,mechi
Fanática de las tormentas.,0,47328,mechi
"#Pronóstico #Córdoba Jueves: Mínima: 20°C/Máxima: 35°C, Tormentas, Prob. lluvias 100%; Viernes: Mínima: 15°C/Máxima: 28°C, Parc. soleado, Prob. lluvias 100% . Hora: 21:00:02 #ClimaCordoba",0,71313,mechi
@KarennMorenoB También escuché pero no sé si era un trueno jaja,0,19319,mechi
"Que lindo ser imparcial, que te de lo mismo cualquier resultado y que además la lluvia ponga en riesgo esta final entre dos equipos que viven cagando al resto de los clubes, se acomodan los arbitros, las fechas, los horarios...",0,9535,mechi
Uh se viene la verdadera tormenta q lindo siiiiiiii,1,8953,mechi
"12h Agvnet CDU: Temp. 34.2 °C, Hum. 37 %, Bar. 997.7 hPa, Lluvia 0 mm, Viento 5 km/h NNE #Weathercloud",0,42123,mechi
Quien puede dormir mal escuchando el sonido de esta lluvia ?? Amo 😍🌧️⛈️,1,14632,mechi
@juanbrnuevo venite a mi casa a ver la lluvia amor,0,80597,mechi
😂😂😂😂🌈 el rayo gay lo fulminó https://t.co/aiivbeUGC4,0,10826,mechi
Alguien mas escucho el trueno mas groso de su vida en la madrugada?,1,86535,mechi
La fuckin' primavera y sus tormentas estilo apocalípticas 😑,1,6626,mechi
Producto de la lluvia una mujer de 73 años protagonizó un accidente vial: La conductora del automóvil Ford Fiesta fue trasladada al complejo sanitario San Luis. https://t.co/zlmve8K283 https://t.co/v3yWUEZPCz,1,89696,mechi
Por dios esos truenos lpm,1,64587,mechi
Chicos les voy a ir a poner una carpa a los gitanos en colectividades a ver SI ASÍ NOS DEJAMOS DE JODER CON TANTA LLUVIA QUE YO QUIERO BAILAR.,0,33276,mechi
"Esta lluvia, x dios",1,61099,mechi
"0h Agvnet CDU: Temp. 26.6 °C, Hum. 90 %, Bar. 990.8 hPa, Lluvia 0 mm, Viento 2.5 km/h SO #Weathercloud",0,98797,mechi
Boe tormenta cálmate que no tengo ganas de irme abajo a dormir,1,72355,mechi
"#Frida dormí tranquila
Total llueve y no puedo lavar la ropa 😂😘❤ https://t.co/3fve8KBQLv",1,26646,mechi
Con esta lluvia ta para hacer de todo 🥰,1,75932,mechi
mi novio  se ríe porque le tengo miedo a los truenos 😭,0,2728,mechi
"Hola querés venir a casa el 13 y 14 de diciembre a mirar la lluvia de estrellas?

enviar",0,67195,mechi
@Emirchu Si aja a ver la lluvia de estrellas,0,70133,mechi
"@FranCiordia KEEE, oh rayos, que dije?? Ajajajaj",0,76985,mechi
Lluvia del orto,1,90580,mechi
mi tio santiagueño me invito a ver la lluvia de estrellas en el campo un genio se puso la 10 jajajajaj D:,0,59777,mechi
👉Este  protector Solar en aerosol hidratante provee protección alta frente a los ⚡️ rayos UV.  Su fórmula está enriquecida con ácido Hialuronico de origen natural . ✔️Textura acuoso ✔️Resistente al sudor 💦 y al... https://t.co/m0zp3HxPWv,0,39355,mechi
"Anoche Vi una estrella fugaz de casualidad, porque ni me acordaba que era la lluvia de estrellas... Y me trajo tantos recuerdos de veranos pasados, horas y horas con amigos en el campo mirandolas ❤️💫",0,70640,mechi
Nada mas lindo que dormir una siesta con lluvia 😍,0,44710,mechi
Son casi la una y llueve. Necesito que vuelva a abrir el super así me compro un pan dulce. Lo malo es que son tan vagos estos chinos que son las 12 y recién aparecen.,1,12159,mechi
"No se dan una idea del miedo que tengo a viajar con tormenta y mi novio quiere que vaya. Chicxs, si me sucede algo, ya saben.",1,3996,mechi
La lluvia de bell ville se esta viniendo para aca😍,1,94415,mechi
Linda tormenta se viene,1,75234,mechi
Tranquilo la tormenta pasará 🎶🤗,0,36332,mechi
"Queres ver la lluvia de estrella conmigo, mientras comemos boludeces y hablamos de la vida? 

-Enviar https://t.co/osmt3Q3R4s",0,59677,mechi
Que cosa linda las tormentas,0,76876,mechi
Se viene una lluvia re linda para dormir con vos,1,68175,mechi
"@Maite_centione Colgué en entrar a twitter, rayos",0,24161,mechi
"Miren como llueve y yo tengo que ir a trabajar, que feo es crecer",1,96841,mechi
"Otro Nacional en mardel, otra vez que hace frío y llueve 😟😔",1,19324,mechi
Que piola estan los truenos,1,9532,mechi
Lluvia me tenés los huevos como dos paquetes de yerba!,1,34576,mechi
Rayos 😑,0,36354,mechi
Cómo está la lluvia he 👌,1,71936,mechi
Si mañana llueve así a mariachi le mando dos besitos,1,10374,mechi
Con esta lluvia está para re pollerear juntos castaña (re que ni la caza seguro),1,45835,mechi
@lacapital Xq la Municipalidad no paga los daños que se hicieron en mi casa con la inundación ???,1,85013,mechi
tormenta de facha quisiste decir? jajaja https://t.co/qvbHE3AL7Q,0,47903,mechi
Alta tormenta y yo en la escuela😣,1,45321,mechi
Pero que hermoso día de lluvia para dormirlo completo ♥ lástima que tengo que seguir estudiando 😢,1,75796,mechi
