MSJ;TAG;NUN;USER;WHO;msj_norm
@MariWonkaa Yo tambiennnn! Te ibamos a caer y cuando pasamos no te vimos y despues se venia la tormenta 💔;1;91657.0;2186800780.0;mechi; yo tambiennnn  ibamos caer cuando pasamos no vimos despues venia tormenta  \U0001f494 
La lluvia no para más y estoy pensando en toda la gente que está mojandose porque no tiene un techo o le entra el agua en la casa . Amo la lluvia , pero ya es mucho.;1;72136.0;3222021905.0;mechi;la lluvia no mas estoy pensando toda gente mojandose porque no tiene techo entra agua casa   amo lluvia   pero ya mucho  
Ya sé, te duele alma. Extrañás, de a ratos llorás. Sentís que reventás, que no te entiende nadie más. Pero a la mierda con todo, qué se caíga el mundo, cuando pase va a llegar algo mejor. Porque acá se aprende del error. Porque hay que pasar tormentas para valorar el amor.;0;12094.0;3394866797.0;mechi;ya  duele alma  extrañas  ratos lloras  sentis reventas  no entiende nadie mas  pero mierda con todo  caiga mundo  cuando pase va llegar algo mejor  porque aca aprende error  porque hay pasar tormentas valorar amor  
Que placer es escuchar la lluvia en silencio;0;51485.0;161762920.0;mechi;que placer escuchar lluvia silencio 
Nada más lindo que dormir con la persona que querés y encima con tormenta;0;60800.0;444719805.0;mechi;nada mas lindo dormir con persona queres encima con tormenta 
"🎶ℓℓṳḙṽḙ ṧ✺♭Իḙ Պ✺♩ᾰᖱ✺ 🎶
.
.
.
https://t.co/AKWbshjebK en Peatonal Córdoba, Rosario https://t.co/VlARIHjie0";0;27953.0;2457708996.0;mechi; \U0001f3b6 \u2113 \u2113 \u1e73 \u1e19 \u1e7d \u1e19  \u1e67 \u273a \u266d \u056b \u1e19  \u057a \u273a \u2669 \u1fb0 \u15b1 \u273a  \U0001f3b6        peatonal cordoba  rosario  
Tuvimos que corre con serrano y chuni sólo por la lluvia 😧😂😐;1;77237.0;2530063999.0;mechi;tuvimos corre con serrano chuni solo lluvia  \U0001f627 \U0001f602 \U0001f610 
Aaaaa que hermosa es la lluvia;0;17953.0;7.653980945278239e+17;mechi;aaaaa hermosa lluvia 
La puta madre estos truenos del orto y yo no tengo a quien abrazar. Ahre queria pedir de forma sutil un chongo;1;14952.0;1481230351.0;mechi;la puta madre estos truenos orto yo no tengo quien abrazar  ahre queria pedir forma sutil chongo 
Hoy nada puede salir mal.. @jjcing hace asado con lluvia y todo señoressss.;1;2655.0;2962963605.0;mechi;hoy nada puede salir mal    hace asado con lluvia todo señoressss  
Me puse la alarma para el 13 y 14 a la 1:30 obsesionada con la lluvia de estrellas estoy, tranqui por suerte;0;62154.0;7.40481386885288e+17;mechi;me puse alarma            obsesionada con lluvia estrellas estoy  tranqui suerte 
Que linda mi lluvia de estrellas, se rompió mi lluvia de estrellas ⛈️⛈️⛈️;0;75615.0;1234956907.0;mechi;que linda lluvia estrellas  rompio lluvia estrellas  \u26c8  \u26c8  \u26c8  
Lluvia de mierda...  Arruinó el jueves tranqui jaja;1;56459.0;3041541723.0;mechi;lluvia mierda    arruino jueves tranqui  
Que la lluvia no corte el asado de los jueves..;0;91704.0;7.252052470109798e+17;mechi;que lluvia no corte asado jueves   
Porque llueve asiiiiii , ensima estoy sola y mi novio trabajando 😭;1;12630.0;8.484770048779756e+17;mechi;porque llueve asiiiiii   ensima estoy sola novio trabajando  \U0001f62d 
"@luuzmuzzio Jajajaja no se que pasó por acá, la lluvia los pone mimosos 🤔
Igual, de aca un rato se me pasa y vuelvo a la normalidad 🤣🤣";0;43268.0;182916735.0;mechi;  no paso aca  lluvia pone mimosos  \U0001f914 igual  aca rato pasa vuelvo normalidad  \U0001f923 \U0001f923 
Mi viejo estaba muy cariñoso, claro ME RAYÓ LA MOTO QUE DA ASCOO. Casi 5 años y la moto era un lujo de lo bien que la cuidé Y ÉSTE PELOTUDO LA HIZO PORONGA. Quiero llorar y agarrarlo con un rebenque por el lomo.;0;62466.0;1738712970.0;mechi;mi viejo estaba muy cariñoso  claro rayo moto ascoo  casi   años moto era lujo bien cuide pelotudo hizo poronga  quiero llorar agarrarlo con rebenque lomo  
@sol_zenclussen Ojalá seria una indirecta jajajajaa llueve adentro real;1;34729.0;7.743179023758377e+17;mechi; ojala seria indirecta  llueve adentro real 
me está gustando el casi verano porque hace un sólo día de tremendo calor y después llueve o baja la temperatura por varios días seguidos yass;0;63594.0;127580314.0;mechi;me gustando casi verano porque hace solo dia tremendo calor despues llueve baja temperatura varios dias seguidos yass 
Siempre que llueve apruebo, aguanta hasta mañana porfavorrrrr;0;92844.0;1322960478.0;mechi;siempre llueve apruebo  aguanta hasta mañana porfavorrrrr 
@vachumergen Anuncian lluvia mepa jajaja;0;103045.0;456840698.0;mechi; anuncian lluvia mepa  
Que linda cosa que son los truenos lpm;0;33787.0;3347060091.0;mechi;que linda cosa truenos lpm 
Siempre que empiezo un día a tomar sol al otro día llueve;0;87609.0;8.074524360174019e+17;mechi;siempre empiezo dia tomar sol otro dia llueve 
De donde salio esta lluvia;1;13069.0;8.972455847546061e+17;mechi;de donde salio lluvia 
El ruido de la lluvia 💛;0;57083.0;167120864.0;mechi;el ruido lluvia  \U0001f49b 
Esta lluvia me esta obligado a dormir siesta y no ir al gym;1;45345.0;1454991840.0;mechi;esta lluvia obligado dormir siesta no ir gym 
Llueve y hay maratón de Harry Potter, no me muevo de mi casa en todo el dia👋;1;40330.0;2418301692.0;mechi;llueve hay maraton harry potter  no muevo casa todo dia \U0001f44b 
Alguien despierto por la tormenta? Alguien conoce alguna emisora de radio que informe y no ponga música coño?! Que quiero saber qué pasa con la tormenta en distintas partes de acá! Pero de Córdoba;0;99873.0;7.06635124390142e+17;mechi;alguien despierto tormenta  alguien conoce alguna emisora radio informe no ponga musica coño   quiero saber pasa con tormenta distintas partes aca  pero cordoba 
Tormenta ya te siento;0;67357.0;908839424.0;mechi;tormenta ya siento 
jamás superaré mi miedo a las tormentas;0;44088.0;8.855619606574981e+17;mechi;jamas superare miedo tormentas 
"@ANDINENSE Aquí llueve desde las 16 maso.
Me dijeron q en zona sur cayeron piedras";1;55666.0;45522821.0;mechi; aqui llueve desde    maso  dijeron zona sur cayeron piedras 
No voy a poder ver la lluvia de estrellas 😖;0;80102.0;711255720.0;mechi;no voy poder ver lluvia estrellas  \U0001f616 
Cómo vas a descender trueno la concha de tu madre;0;109393.0;1091651654.0;mechi;como vas descender trueno concha madre 
Llueve wacho?;1;87832.0;8.356662432187351e+17;mechi;llueve wacho  
No saben lo feliz que soy cuando llueve 💚😍 (nada, queria contarlo);0;87544.0;250823208.0;mechi;no saben feliz cuando llueve  \U0001f49a \U0001f60d  nada  queria contarlo  
Uh que lindo llueve;1;65446.0;1.016024055126872e+18;mechi;uh lindo llueve 
Voy a dejar de decir, q voy a arrancar a tomar sol porq siempre llueve chupala;0;83896.0;1480117380.0;mechi;voy dejar decir  voy arrancar tomar sol porq siempre llueve chupala 
donde mierda viven que llueve? porque acá no vi ni una gota;1;37019.0;1878017528.0;mechi;donde mierda viven llueve  porque aca no vi ni gota 
Que hermosa lluvia!!;1;107035.0;4867245783.0;mechi;que hermosa lluvia   
Nada más lindo que jugar bajo la lluvia con tus amigos , no importa la edad;0;3861.0;8.445555052091474e+17;mechi;nada mas lindo jugar bajo lluvia con tus amigos   no importa edad 
Amo los días de lluvia culia;0;12732.0;3289435883.0;mechi;amo dias lluvia culia 
Esta lluvia de mierda no quiere parar, los de riber que no paran de llorar.. 🎵;1;8951.0;1449385296.0;mechi;esta lluvia mierda no quiere parar  riber no paran llorar    \U0001f3b5 
Llueve torrencial en Baires???;1;93519.0;9.723053606850191e+17;mechi;llueve torrencial baires    
@paola_bertone No sabes!! Había lluvia ácida y no podíamos descender de la nave. Después había colonia de humanos habitando ( la mayoría chinos) . Soñé toda una producción hollywoodense.;0;59904.0;2212124871.0;mechi; no sabes   habia lluvia acida no podiamos descender nave  despues habia colonia humanos habitando   mayoria chinos    soñe toda produccion hollywoodense  
Tengo tanta suerte que seguro mañana llueve y me posponen el book por SEGUNDA VEZ;0;50680.0;9.853805260004024e+17;mechi;tengo tanta suerte seguro mañana llueve posponen book segunda vez 
Había un perrito solo en la calle y me lo traje a mi casa por la tormenta, y bueno ahora acá ando, sentada afuera con el perrito para que mi mamá no me rete;1;72799.0;3351202293.0;mechi;habia perrito solo calle traje casa tormenta  bueno ahora aca ando  sentada afuera con perrito mama no rete 
Justo cuando me estoy por egresar llueve 🙂 hasta queriendo egresarme valgo madres;1;92859.0;1518478513.0;mechi;justo cuando estoy egresar llueve  \U0001f642 hasta queriendo egresarme valgo madres 
@RoMoran_ Lluvia y viento prima!;0;44596.0;310855920.0;mechi; lluvia viento prima  
de qué me sirve la lluvia si va a traer más humedad en vez de frío?;0;84361.0;708308869.0;mechi;de sirve lluvia si va traer mas humedad vez frio  
con esta lluvia tendria que estar tapada hasta la cabeza durmiendo no estudiando 💔💔💔;1;35191.0;1454826673.0;mechi;con lluvia tendria estar tapada hasta cabeza durmiendo no estudiando  \U0001f494 \U0001f494 \U0001f494 
Juju que lindo son los entrenamientos en la lluvia😍;0;93066.0;1.0683396062219878e+18;mechi;juju lindo entrenamientos lluvia \U0001f60d 
Me levanto y escucho la lluvia como arma una melodía golpeando las chapas! Que lindo;1;52588.0;1.0087172999420314e+18;mechi;me levanto escucho lluvia como arma melodia golpeando chapas  lindo 
Tenía un 18 pintado con aerosol en el pecho, hoy me lo despiste después de haber estado toda la tarde al rayo del sol. Ya se deben estar imaginando que pudo haber pasado...;0;4865.0;7.492456333080003e+17;mechi;tenia    pintado con aerosol pecho  hoy despiste despues haber estado toda tarde rayo sol  ya deben estar imaginando pudo haber pasado    
@JosefinaFer_ Deja de llamar la lluvia por favor Josefina. Gracias jajaja;0;78589.0;1086683870.0;mechi; deja llamar lluvia favor josefina  gracias  
FUERTE CAÍDA DE GRANIZO EN DISTINTAS LOCALIDADES DE CÓRDOBA https://t.co/vG2CSccyom vía @Digital Informativo;1;28862.0;8.813500694039552e+17;mechi;fuerte caida granizo distintas localidades cordoba  via  informativo 
Necesito a alguien que quiera hacer algo aunque se esté viviendo alta tormenta;0;84605.0;3063354249.0;mechi;necesito alguien quiera hacer algo aunque viviendo alta tormenta 
Yo sabía que si un día hay mucho sol al otro día significa que llueve lpm por que ushuaia?!?!?!11;0;57785.0;8.852855927114752e+17;mechi;yo sabia si dia hay mucho sol otro dia significa llueve lpm ushuaia         
@Brunochamorro4 @_luuurodriguez @GerLaTorre2 jajaja mañana bajo lluvia pero se juega igual;0;76954.0;2363289854.0;mechi;    mañana bajo lluvia pero juega igual 
Como odio las tormentas, me dan el re miedo lpm;0;33738.0;189653351.0;mechi;como odio tormentas  dan miedo lpm 
Buen martes gente, que la lluvia lave toda su mierda para aquellos que la tengan 💪;0;51915.0;7.120167036271206e+17;mechi;buen martes gente  lluvia lave toda mierda aquellos tengan  \U0001f4aa 
Literal que anoche no nos paro ni la lluvia... seguimos bailando mientras llovia re atr😂😂😂;1;50683.0;9.47331033510359e+17;mechi;literal anoche no nos paro ni lluvia    seguimos bailando mientras llovia atr \U0001f602 \U0001f602 \U0001f602 
Por que llueve tanto?...a si, es el 🎈que no para de llorar...;0;30480.0;987621512.0;mechi;por llueve tanto    si   \U0001f388que no llorar    
Con esta lluvia esta lindo para encerrarnos y dormir la siesta juntos;1;18360.0;8.580093723871027e+17;mechi;con lluvia lindo encerrarnos dormir siesta juntos 
La lluvia😍❤️;1;66196.0;387913872.0;mechi;la lluvia \U0001f60d \u2764  
Te amo lluvia. Toda mi vida quiero caminar abajo tuyo;0;74762.0;1441998481.0;mechi;te amo lluvia  toda vida quiero caminar abajo tuyo 
A las 12 nos van a dar una charla de ESI después de haberlo pedido 168 veces. Fav si cae granizo por el suceso inesperado;0;20941.0;3324221987.0;mechi;a    nos van dar charla esi despues haberlo pedido     veces  fav si cae granizo suceso inesperado 
"Muchas gracias @bertellof por la mención en la nota. 

Las lluvias dejaron algunos anegamientos y daños en el maíz por el granizo https://t.co/i0iEJ0i5bR vía @LANACION

@La_Bragadense @SofiCorina @AteneosCARBAP @fernando20499079 @concienciarural @FrancoTuma @cocolakatosOK";1;31342.0;146560769.0;mechi;muchas gracias  mencion nota  lluvias dejaron algunos anegamientos daños maiz granizo  via         
Muy linda la lluvia pero ya pasa a ser hartante;1;12654.0;368050455.0;mechi;muy linda lluvia pero ya pasa ser hartante 
Y ahora ? Como me olvido de todo? Como hago? Si ella fue mi refugio en esta tormenta;0;38786.0;2963577094.0;mechi;y ahora   como olvido todo  como hago  si ella fue refugio tormenta 
sabes q lindo fumarse algo dsp de está lluvia;1;57725.0;8.801960380989071e+17;mechi;sabes lindo fumarse algo dsp lluvia 
Es ilegal tener que estudiar con esta lluvia bellaaa💔;1;33849.0;700706027.0;mechi;es ilegal tener estudiar con lluvia bellaaa \U0001f494 
Algo mas lindo q dormir la siesta con lluvia?;0;50698.0;7.182154831919145e+17;mechi;algo mas lindo dormir siesta con lluvia  
@SantiCastellino si te falla el rayo te parto yo/ Me das celos🖕🏻;0;104041.0;3091509600.0;mechi; si falla rayo parto yo  das celos \U0001f595 \U0001f3fb 
Ni en pedo voy al colegio con esta lluvia;1;12009.0;7.245877710258872e+17;mechi;ni pedo voy colegio con lluvia 
@karlaflying @climaballester No nos estan prometiendo lluvia... q se pongan las pilas...;0;103635.0;193702801.0;mechi;  no nos estan prometiendo lluvia    pongan pilas    
Mira que linda tormenta para dormirse todo;1;38947.0;1616218021.0;mechi;mira linda tormenta dormirse todo 
Suenan las pastillas del abuelo, tomo unos mates y cae la lluvia.. Que linda mañana.;1;52835.0;1599081560.0;mechi;suenan pastillas abuelo  tomo unos mates cae lluvia   linda mañana  
La lluvia de estrellas fue lo mejor que me pasó en la semana 🙌;0;72581.0;3080599168.0;mechi;la lluvia estrellas fue mejor paso semana  \U0001f64c 
Me encanta que no salimos nunca en venado pero anoche con tormenta y todo metimos tres bares al hilo;1;99211.0;277154146.0;mechi;me encanta no salimos nunca venado pero anoche con tormenta todo metimos tres bares hilo 
Y cómo olvidar cuando a Salvador le cayó un rayo al lado mientras grababa un audio https://t.co/KbZiMWT2K7;0;37947.0;348193237.0;mechi;y como olvidar cuando salvador cayo rayo lado mientras grababa audio  
"Y te das cuenta que en los días y las noches de lluvia, (lo) extrañas aún más 
.
.
.
.

November. 12. 18

#likeitup #likeit #likes #liker #pic #picoftheday #likeme #photography #photo… https://t.co/BQhw8mMHy8";0;28396.0;27195317.0;mechi;y das cuenta dias noches lluvia    extrañas aun mas         november          likeitup  likeit  likes  liker  pic  picoftheday  likeme  photography  photo \u2026  
Acá en la casa de Cuchi, con sueño y no poder irme con la lluvia jee;1;71852.0;8.862734903698268e+17;mechi;aca casa cuchi  con sueño no poder irme con lluvia jee 
Que a las 4:30 pare la lluvia así voy y lo veo AHRE;1;17311.0;7.917544423161528e+17;mechi;que      pare lluvia asi voy veo ahre 
Porque despues del rayo, viene el Truenoooo.  Cachica cachicaaa;0;72148.0;193811177.0;mechi;porque despues rayo  viene truenoooo  cachica cachicaaa 
@Antollanes23 Se sale o se sale, caiga piedra truenos;1;19375.0;1327658990.0;mechi; sale sale  caiga piedra truenos 
Me tengo que ir a bañar y estoy modo muerto escuchando una música del otro que se puso sola y también sintiendo como llueve cada vez más 🤦‍♀️🤦‍♀️ divino todo!;1;63266.0;2319083407.0;mechi;me tengo ir bañar estoy modo muerto escuchando musica otro puso sola tambien sintiendo como llueve cada vez mas  \U0001f926 \u200d \u2640  \U0001f926 \u200d \u2640  divino todo  
Con esta lluvia le voy a dedicar la noche a mi guitarra;1;61181.0;1.0542340832687063e+18;fede;con lluvia voy dedicar noche guitarra 
Frente de Tormenta en Santa Fe https://t.co/e4Z3pxhguF;0;82089.0;181334431.0;fede;frente tormenta santa fe  
"@Lichu_Euc A mí tmb me agarró la lluvia 😅😂
No la vendas";0;55135.0;3572266035.0;fede; tmb agarro lluvia  \U0001f605 \U0001f602 no vendas 
Que paja que estemos a 6 de noviembre y todavia por la lluvia verga no poder limpiar la pileta;1;11956.0;3667877416.0;fede;que paja estemos   noviembre todavia lluvia verga no poder limpiar pileta 
Cosa linda el rudio de la lluvia y ese olorcito a tierra mojada;1;56820.0;1273515440.0;fede;cosa linda rudio lluvia ese olorcito tierra mojada 
Me desperté a las 2 x la lluvia y ahora no cae una gota de agua;0;21882.0;580415811.0;fede;me desperte   lluvia ahora no cae gota agua 
Autopista Rosario/Santa Fe, se registran lluvias de variada intensidad en todo el corredor.;0;11646.0;1258173870.0;fede;autopista rosario santa fe  registran lluvias variada intensidad todo corredor  
Mi perro ama la lluvia 😍😂;0;94336.0;2780974477.0;fede;mi perro ama lluvia  \U0001f60d \U0001f602 
Me junté a desayunar con mi amiga, creo que se va a venir un tornado;0;90103.0;8.002903698291057e+17;fede;me junte desayunar con amiga  creo va venir tornado 
Voy a tener 45 años y le voy a seguir teniendo miedo a las tormentas, basta.;0;102628.0;8.859527235852943e+17;fede;voy tener    años voy seguir teniendo miedo tormentas  basta  
Que se presta un día de lluvia?;0;3207.0;9.215902350285128e+17;fede;que presta dia lluvia  
Esta lluvia amerita smirnof porrix y netflix;1;13103.0;1631571560.0;fede;esta lluvia amerita smirnof porrix netflix 
Lluvia me estás obligando a faltar;1;49378.0;3082781722.0;fede;lluvia estas obligando faltar 
"La agarró la lluvia y está en Alberti.
Juju regalito del cielo";0;9804.0;341175444.0;fede;la agarro lluvia alberti  juju regalito cielo 
@Florrrmonzon Con razón la lluvia,;1;82286.0;848376187.0;fede; con razon lluvia  
Aaaaaa que hermosa lluvia;1;101912.0;1119317725.0;fede;aaaaaa hermosa lluvia 
Si pega bajón de por si los domingos, con lluvia imaginate;0;66760.0;2316289315.0;fede;si pega bajon si domingos  con lluvia imaginate 
Fav si alguien mas esta llorando por los truenos;1;72154.0;8.000292465886167e+17;fede;fav si alguien mas llorando truenos 
Hay un perrito llorando desde hoy y no sé donde y me desespera no saberlo porque no sé si le pasó algo o está bajo de la lluvia o qué quiero llorar !!!;1;26761.0;852193710.0;fede;hay perrito llorando desde hoy no donde desespera no saberlo porque no si paso algo bajo lluvia quiero llorar     
ya escucho esos truenos, y ya pienso en la siestaaaa 😈;1;46138.0;634030469.0;fede;ya escucho esos truenos  ya pienso siestaaaa  \U0001f608 
@LautaritooLm A esa hora es la lluvia??!?? Pero está nublado 😭😭;0;75538.0;405275155.0;fede; esa hora lluvia      pero nublado  \U0001f62d \U0001f62d 
Lunes ! Ni la lluvia nos para en Córdoba, Argentina https://t.co/ISMfyS3oG7;0;84123.0;151909502.0;fede;lunes   ni lluvia nos cordoba  argentina  
@Estacion_bcp Hola! Estamos recolectando informacón sobre eventos severos para el proyecto internacional #RELAMPAGO2018 El granizo fue abundante? Les dejamos también este formulario, para que lo puedan completar si se encuentran con algún evento severo: https://t.co/AQS8JQJKJn;0;702.0;1.0062075633257308e+18;fede; hola  estamos recolectando informacon sobre eventos severos proyecto internacional  relampago     granizo fue abundante  dejamos tambien formulario  puedan completar si encuentran con algun evento severo   
@RamiCastroGasch Anda a caminar por nueva cordoba un día de lluvia lrpmqtpndm;0;13314.0;915649783.0;fede; anda caminar nueva cordoba dia lluvia lrpmqtpndm 
Tendría que ser ilegal trabajar con lluvía. 😢;0;6680.0;1.0493246594754724e+18;fede;tendria ser ilegal trabajar con lluvia   \U0001f622 
por q el momento d encontrarnos, llego entre la tormenta;0;88090.0;8.866764327845888e+17;fede;por momento encontrarnos  llego entre tormenta 
Vi el pronostico y mañana llueve,adios me fui a pegar un tiro;0;40551.0;9.668500707202089e+17;fede;vi pronostico mañana llueve adios fui pegar tiro 
La lluvia acompaña de fondo 📚📖⛈;0;14126.0;2349544825.0;fede;la lluvia acompaña fondo  \U0001f4da \U0001f4d6 \u26c8 
Alguien que me diga a qué hora es la lluvia de estrellas ???;0;78766.0;8.629697284275896e+17;fede;alguien diga hora lluvia estrellas     
al fin lluvia la concha de tu madre;1;75756.0;2914671885.0;fede;al fin lluvia concha madre 
Odio que me dejen sola cuando llueve asi 🤯🤯;0;30117.0;1719745326.0;fede;odio dejen sola cuando llueve asi  \U0001f92f \U0001f92f 
"@MaxiCara Yo no defiendo los 40 grados. 
Hasta 35 grados y 60% de humedad banco la parada. Ese es mi límite. 

Igual cualquier cosa es mejor que una semana de lluvia seguida.";0;1392.0;334434284.0;fede; yo no defiendo    grados  hasta    grados     humedad banco parada  ese limite  igual cualquier cosa mejor semana lluvia seguida  
Sono un trueno hiper fuerte y grité “mamaaaa” y al mismo tiempo viene mi hija corriendo... Mira bebe, no se si te asustaste vos tambien pero claramente yo no te puedo ayudar🤦🏻‍♀️;0;14254.0;8.499840252384133e+17;fede;sono trueno hiper fuerte grite  \u201cmamaaaa \u201d mismo tiempo viene hija corriendo    mira bebe  no si asustaste tambien pero claramente yo no puedo ayudar \U0001f926 \U0001f3fb \u200d \u2640  
"🎶 Ni la lluvia frena a los bailarines si la Zamba los llama 💃🕺✨

#Edicion54 #FestivalJM2019 #JesúsMaría #ColoryCoraje #Zamba https://t.co/JjSVczHupK";0;95157.0;600611781.0;fede; \U0001f3b6 ni lluvia frena bailarines si zamba llama  \U0001f483 \U0001f57a \u2728  edicion    festivaljm      jesusmaria  colorycoraje  zamba  
No nos vemos hace como un mes, en el grupo ni habla ni aparece, habíamos quedado para comer algo hoy y dice que no se puede por la lluvia 🤔. Mal ahí triana  👋👋👋;0;45600.0;737637660.0;fede;no nos vemos hace como mes  grupo ni habla ni aparece  habiamos quedado comer algo hoy dice no puede lluvia  \U0001f914  mal ahi triana  \U0001f44b \U0001f44b \U0001f44b 
Lluvia y mi novio, que más quiero 😍;1;22683.0;9.917888535886111e+17;fede;lluvia novio  mas quiero  \U0001f60d 
con el ruido de la lluvia*** https://t.co/7VhXMGmfnP;1;74500.0;1.0056275475336602e+18;fede;con ruido lluvia     
Buen día, mañana fresca y nublada sobre #RíoTercero y zona, luego de la lluvia de esta madrugada. https://t.co/qUnaFh6fEN;0;49320.0;164287753.0;fede;buen dia  mañana fresca nublada sobre  riotercero zona  luego lluvia madrugada   
Perdón si se viene la tormenta, fue mí primer día laboral;0;89768.0;377055492.0;fede;perdon si viene tormenta  fue primer dia laboral 
Dale lluvia largaaaaaateee;0;69056.0;8.236344242815672e+17;fede;dale lluvia largaaaaaateee 
Se viene TREMENDA tormenta para dormir;0;78852.0;3349577795.0;fede;se viene tremenda tormenta dormir 
Rayos, van a decir que marica pero les tengo miedo 😞😱desde chico;0;72609.0;9.080143453549773e+17;fede;rayos  van decir marica pero tengo miedo  \U0001f61e \U0001f631desde chico 
Que linda lluvia para hacer de todo ahre;1;84055.0;1.0168295012071219e+18;fede;que linda lluvia hacer todo ahre 
Mañana si llueve no voy a la escuela, me cansé de ir y que no vaya nadie;0;50047.0;8.183843267988357e+17;fede;mañana si llueve no voy escuela  canse ir no vaya nadie 
Justo Hoy Iba A Retirar La Libreta Y Llueve😂!;0;83060.0;2344307952.0;fede;justo hoy iba retirar libreta llueve \U0001f602  
@pjfabre Pero que vaya a llover hoy como en la noche del sábado, a eso no lo dije. Es difícil cuantificar esa lluvia porque será de origen convectivo y  las tormentas que se desarrollan por el momento son aisladas.;0;21753.0;1038180920.0;fede; pero vaya llover hoy como noche sabado  eso no dije  dificil cuantificar esa lluvia porque sera origen convectivo tormentas desarrollan momento aisladas  
CÓRDOBA| Viernes con probabilidad de tormentas y ascenso de temperatura https://t.co/gWw3POCOjK;0;18545.0;7.483393870716314e+17;fede;cordoba  viernes con probabilidad tormentas ascenso temperatura  
Ese temblor que queda en el cielo, viejo amo las tormentas así;1;77726.0;1703400608.0;fede;ese temblor queda cielo  viejo amo tormentas asi 
viendo la lluvia de estrellas con mi hermanito AMO;0;76449.0;254137678.0;fede;viendo lluvia estrellas con hermanito amo 
Ese abajo de la lluvia no falla nunca;1;52497.0;1967278524.0;fede;ese abajo lluvia no falla nunca 
@GeriBelletti Siii ljajaja te necesite para la lluvia anoche 😞😢no fue lo mismo sin ti;0;99105.0;1.0192841159699866e+18;fede; siii  necesite lluvia anoche  \U0001f61e \U0001f622no fue mismo sin ti 
@gobdecordoba @JSchiaretti @DeportesCba @RadioSucesos @MedardoLigorria @Continental590 @MIAFM @JoBalbis_MundoD @FMCordoba @diaadiacomar @Cadena3Com @cbaxdeportes muy lindo q puedan disfrutar del deporte menos mal que q fue ayer xq hoy llueve a cantaros;0;1382.0;9.942621661182607e+17;fede;            muy lindo puedan disfrutar deporte menos mal fue ayer hoy llueve cantaros 
Con lluvia y todo nos quedamos con los pibes afuera tomando una coca;1;66786.0;1047059815.0;fede;con lluvia todo nos quedamos con pibes afuera tomando coca 
#tormentas fuertes y algunas puntualmente  severas con ráfagas y posible granizo @DARIOGURVICH @leodelga2 @EmaIbarlucea @ema_rosario @Tiempo_CABA @defensacivilco1 @DefensaCivil103 https://t.co/B8cXV7dpfp;0;66137.0;1643907805.0;fede; tormentas fuertes algunas puntualmente severas con rafagas posible granizo         
Y si nos juntamos a ver la lluvia de estrellas y mientras tanto te hablo de como me apasiona el universo?;0;62179.0;1.0556273104502497e+18;fede;y si nos juntamos ver lluvia estrellas mientras tanto hablo como apasiona universo  
"Lluvia
#RojoSkere";0;17604.0;7.375983154962309e+17;fede;lluvia  rojoskere 
Que hijo de re mil puta el que me rayo la moto! Si me llego a enterar quien fue lindo le va a ir!!!;0;67170.0;7.366730969046303e+17;fede;que hijo mil puta rayo moto  si llego enterar quien fue lindo va ir    
Que lindo dormir con lluvia... Si pudiera dormir insomnio y la concha de tu madre;1;94379.0;426796401.0;fede;que lindo dormir con lluvia    si pudiera dormir insomnio concha madre 
Amo dormir escuchando la lluvia de fondo;1;23211.0;2800222362.0;fede;amo dormir escuchando lluvia fondo 
Esta noche hay lluvia de estrellas y cumplimos 10 meses y el no está 💔😫;0;79004.0;7.217011431397171e+17;fede;esta noche hay lluvia estrellas cumplimos    meses no  \U0001f494 \U0001f62b 
Roldán, 20 dic 2018. 0850 h. El grupo pasa a VIGILANCIA NORMAL. Entramos a una mejora temporaria, seguiremos con algunas lluvias, probables tormentas nuevamente durante la tarde/noche. Mejoran las condiciones durante... https://t.co/M1jtvKJYeO;0;94175.0;210428665.0;fede;roldan     dic             grupo pasa vigilancia normal  entramos mejora temporaria  seguiremos con algunas lluvias  probables tormentas nuevamente durante tarde noche  mejoran condiciones durante     
gracias lluvia, rendiré la semana que viene;1;73233.0;9.947458061576438e+17;fede;gracias lluvia  rendire semana viene 
Con la cantidad de rayos que están cayendo, alimentamos de energía a medio mundo;1;104173.0;3026204107.0;fede;con cantidad rayos estan cayendo  alimentamos energia medio mundo 
La lluvia y zafar de la vela 😍😍;0;93207.0;2772515044.0;fede;la lluvia zafar vela  \U0001f60d \U0001f60d 
Si hay algo mas hermoso q estar acostado escuchando de fondo el sonido de la lluvia no quiero saberlo;1;62679.0;1.0287730519015997e+18;fede;si hay algo mas hermoso estar acostado escuchando fondo sonido lluvia no quiero saberlo 
Bendita lluvia 😍;1;37523.0;300637055.0;fede;bendita lluvia  \U0001f60d 
"Lluvia de estrellas, amorcito, Zayn, dios, que preciosa noche. 
#ArgentinaListensToIcarusFalls";0;74130.0;4224165370.0;fede;lluvia estrellas  amorcito  zayn  dios  preciosa noche   argentinalistenstoicarusfalls 
m desconecto un rato y veo q criticaron. ojala ni nos hubiesemos preocupado por la lluvia bi por su baile y no cobrariamos la miseria q vamos a cobrar por lo cara q salio esa carpa. desagradecidos d mierda los odio;0;90575.0;9.89673716442452e+17;fede;m desconecto rato veo criticaron  ojala ni nos hubiesemos preocupado lluvia bi baile no cobrariamos miseria vamos cobrar cara salio esa carpa  desagradecidos mierda odio 
Pero que leeeeeeenda esta lluvia 😍;1;35397.0;3698796017.0;fede;pero leeeeeeenda lluvia  \U0001f60d 
