msj_ort;TAG
llueve sin nubes     rosario  ;0
con lluvia escucha charly garcia  siempre  ;0
llueve hay alto sol con    grados  bien ;0
hoy lleven paraguas tormenta facha aproxima    ;0
aca esperando trueno  \U0001f633 \U0001f4a9 ;0
   años siguen dando miedo truenos bien ;0
la gente dice lluvia aca lluvia alla  onda  aca no mas no llueve  ;1
la lluvia truenos mas lindo existe \U0001f60d  obviamente tambien  ;0
contemple lluvia rato largo  tambien moje  mas lindo noche  \U0001f929 \U0001f49a ;0
 alivio caluroso  humedad nubosidad aumento  vientos norte   probables lluvias tormentas   viento rotando sudeste con algunas rafagas  minima    maxima         ;0
tan mal culo podemos tener puta mil pario               provincias mundo justo buenos aires llueve  ;0
sus ganas tenerse mas    lluvia apaga pocas ganas acababan amar    ;0
 tormenta suarez ;0
el celular marca tormenta electrica  afuera  sol parte tierra ;0
dormir con sonido ambiente truenos mas lindo mundo  \U0001f60d ;1
es asi     haces lavar moto llueve  cosa mandinga  ;1
necesito viento lluvia rancharla ;0
llueve   no tengo paraguas   \U0001f602 \U0001f602 ;1
   llueve \U0001f4aa \U0001f3fb \U0001f4aa \U0001f3fb \U0001f4aa \U0001f3fb ;0
dio imposible ver lluvias estrellas ya tenemos contaminacion luminica  \U0001f937  capaz equivoco ;0
marie vincent gauthier  rayon vert    rayo verde          pelicula cineasta frances eric rohmer   cine  cinema  filmes  movies  peliculas  cinefrances  frenchcinema \u2026  ;0
y lluvia   ;0
bueno  muy lindo todo pero ya fue lluvia  ok  ;1
sali tapar chanchita india tormenta choque todo patio  tajie pierna entro tierra ojos \U0001f44d pero chanchita salvo ;1
esta tormenta destruyendo todo todos queremos    ustedes sin sueter  ;1
no tengo ganas viajar con lluvia  terror ;1
como llueve con sol  \U0001f922 \U0001f922 ;1
por no fue tornado segun jefe estacion climatologica  ;0
que lindo escuchar como llueve mirar series \U0001f60d ;1
   buen chiste domingo lluvia    ;0
no ir cosa hermosa lluvia  seguiria durmiendo mil años mas asi ;0
la verdad si tornado llega fucking ciudad salgo calle tomarme whisky tengo quien quiere seguir viviendo ;0
chicos todos vimos lluvia cordoba repito dicho anteriores tw  dejen romper con lindo dormir      todos sabemos  no hagan enojar por favor ;0
me puse lavar camioneta abajo lluvia ahora estoy estornudos  ;0
tornado santa fe tornado fake news  ;0
bueno toda felicidad cargaba anoche con lluvia paso apenas sali calle inflaron pelos  vuelva prontos ;0
sobre estoy menos diez llueve hermoso todo deja nomas ;0
llueve  seg corta  onda ;0
parece bombardeo  altos rayos macqueen  ;1
rayos  ;0
no gusta mas lluvia  si lluvia si  ambiente tranquilo  frio  olor tierra mojada ;1
bueno todos pelotudos van subir fotos tormenta  ;1
como amo lluvia   ;1
noche lluvia   noche  \U0001f46b ;1
para viernes    pasaron fdd ese dia tambien banderazo  quilombo loco yo quiero morir chau parta rayo ;0
no hay sensacion mas linda acostarse  cerrar ojos escuchar lluvia  buenas noches  \U0001f327  \U0001f634 ;1
no hay nada mejor dormir con lluvia ;1
like si lluvia arruina todo ;0
lpm lluvia encantas pero justo ahora no tenias llover \U0001f627 ;1
lluvia  mates futbol  \U0001f64c ;1
 primera fecha local seguida juega newells llueve  concha madre otra vez volver todo mojado ;0
menos mal dormi anoche porque lluvia estrellas hoy mañana ;0
 aqui llueve cantaros  \U0001f327 \u26c8 ;1
alguien quiere ver lluvia estrellas  ;0
nada mejor buena tormenta ;0
ya sabemos va llover  viene tormenta  asi  no empiecen  ;0
 no como otro dia no  lluvia tranquila ;0
   dias lluvia padre  \U0001f926 \U0001f926 ;0
mi mama dice viene tornado  ;0
presiento voy derretir calor  seguro mañana   am llueve baldes llego pato trabajo  denlo hecho   ;0
mi hermano lavando auto  repito  lavando auto  ahora si viene tormenta  ;0
siempre tengo libre llueve  \U0001f914 ;0
encima no quiero ir llueve dale ;1
 tormenta gente  cierren todo ;1
pero gano belgrano lluvia maneje  amo belgrano \U0001f499  ;0
me pase estudiando toda noche dos examenes como nunca  llueve  fue no estudio nunca mas \U0001f602 ;1
 buen dia amigos haciendo referencia comentarios inundacion algunos sequia todos ;0
que manija estoy loco  mas vale lluvia no cague ;0
yo vi noche sola tormenta  \U0001f644  ;0
lunes encima llueve igual dia mierda ;1
cuando va ser dia mis compañeros no fijen ventana cuando llueve ;0
si   llueve pego tiro  no puedo faltar tanto escuela \U0001f602 ;0
 tormenta electrica hecha infarto ;1
nada mas lindo tomar mates con amigos hablar vida mientras llueve   ;1
 dejo lluvia quiero buena excusa  \U0001f611 ;0
  esperemos si     igual necesitariamos muchas lluvias  algo algo  ;0
vos  lluvia  ventilador   combinacion perfecta \u2764 ;1
tormenta esquivada  \U0001f609 cordoba  argentina  ;0
el verdadero liberal despierta con sonido ar     desayuna cocaina  jack daniels tocino  recolecta agua lluvia libre impuestos  alimenta casa energia solar  cultiva marihuana  tiene banderas gadsden lgbt tatuadas nalgas ;0
nunca mas lluvia ;0
me desperto lluvia  ;1
que linda lluvia  \U0001f60d ;1
adonde vieron esa tal lluvia estrellas  yo mire cielo cayo gota ;0
no truenos no  \U0001f64f \U0001f3fc \U0001f616 \U0001f62d ;1
 rayos ;0
 ahora ciudad mas hermosa  todos  mas libre con mas linda gente    cae muy fina lluvia    manejar con cuidado piso resbaladizo   ;0
ojala algun dia supere miedo tormentas \U0001f62a ;0
se busca acompañante ver  lluvia estrellas  mañana    ;0
   pero cosecharon fue lluvia   ;0
con     kg helado lluvia  yo feliz  \U0001f495 ;1
  so verga  decia lluvia buenos aires ;0
la gran pileta hicieron estos dirigentes tiro ahi  encima enoja porque tiene pagar unos mangos disfrutarla  algunos piensan club llueve plata sueldos todos empleados mantener semejante estructura gratis  ;0
que lindo dormir con ventana abierta hora mirar tormenta   \U0001f64c \U0001f5a4 ;1
 hospital pasteur villa maria   cordoba pocos años ser inaugurado  colapso tormenta     corrupcion deja estas consecuencias  ;0
 ruta     medio tormenta  viento saco auto ruta volco     gt  lee nota completa     gt    ;0
que linda lluvia dormir hasta        \U0001f634 ;1
es fija cuando decido tomar sol llueve vida lpm ;0
pinto partido debajo lluvia cancha llena barro ;0
odio viajar con tormenta  miedosa \U0001f926 \u200d \u2640  \U0001f62b ;0
cada vez lavo moto llueve  eso significa no tengo lavar mas ;0
odio estar sola cuando hay tormenta miedo ;0
lo peor enfermo con sarna   traje calle  nada descubri tiene miedo truenos  \U0001f62d pero aislamiento hasta mejore ;0
porque tienen caer esos rayos \U0001f62d \U0001f62c ;1
yo sabia lluvia piedras  ;0
odio dias tormenta fuerte lluvia no gusta dormir sola voy tener    años voy seguir necesitando queden dormir con migo tengo miedo  \U0001f611 ;0
no supero miedo wily anoche tormenta  bebe mas ;0
que lindo juntarme con todos mis amigos   caricia  \u2764 mas tormentas    \U0001f606 igual si  ;0
siempre quedo mal escena porque homero no ve lluvia rosquillas  ;0
 escuchaste ese rayo  casi caigo cama  ;1
lluvia caida fin semana continua          ;0
continuan llegando imagenes lluvias caidas  caminos consorcio caminero        san antonio yucat   afronta mas     milimetros caidos menos dos dias   ;0
el clima miramar como permite todos planes distribuye semana  onda    miercoles lava ropa anda playa    \  grados  jueves llueve hace frio  estudia mira netflix  no salgas casa  llenate comida asi con demas dias   \U0001f602 \U0001f602 ;0
que paso con viento fresco hermosa tormenta   ;0
por veo llueve nuevo  ;0
se imaginan final champions mundial suspendida lluvia  ja impresentables  ;0
hoy quiero girar tengo manija hacer algo lluvia corta mambo puta ;1
acaba caer rayo lado ventana  dejo parecerme hermoso todo esto  ver si bajamos cambio  \U0001f917 \U0001f917 \U0001f917 \U0001f643 ;1
 como siempre cada vez llueve destaparon vecinos  aca no paso nadie municipalidad  ;0
oroño san lorenzo  todo inundado  hasta cuando         ;0
empezo semana dije voy tomar sol asi estoy bronceada fiestas   dias seguidos nublados con lluvia ;0
basta lluvia ;1
si mañana mañana no llueve mato ;0
esta enredar piernas con lluvia  \U0001f602 \U0001f602 ;1
 aca llueve con toda invito dormir ;1
estaba soñando jefe habia mandado wapp no fuera lluvia no iba haber nadie centro   despierto tenia wapp diciendo eso  \U0001f44f \U0001f44f ;1
solo espero tormenta sea pasajera ;1
la primera vez lluvia favorece \u2665 ;1
derrumbes vivienda lluvias   san luis opina  ;1
que hermosura dormir con lluvia  \U0001f60d ;1
proyecto relampago   tiempo silvina  ;0
decir  lluvia caida  redundancia  no agradezcan  sigan con suyo   habla bien  callate  decime algo  que decis  chamullo ;0
llueve cae sistema  primer mundo  ;0
donde lluvia concha yuta ;0
linda lluvia escuchar cerati fumarse pucho ;1
que paz caminar bajo lluvia poder desconectarse mundo unos segundos   ;1
tome    minutos sol  nublo viene tormenta  sal manejo increible   universo quiere sea casper  \U0001f47b ;0
 piensan cordobeses hoy macri   heladera mata relato amarillo    abran aprendido  rayo ariana teatro colon  thankunextvideo ariana grande  g  summit     colon  fuerag  fmi ;0
avisos corto plazo tormentas fuertes con rafagas ocasional caida granizo  zonas  cordoba  calamuchita   colon   cruz eje   pocho   punilla   rio cuarto   san alberto   san javier   santa maria  san luis  chacabuco   junin  fecha emision                 hs  ;0
 quien pudiera ser lluvia  \U0001f61c ;0
saben por que llueve  ocurrio ir dos medicos juntos hoy    nunca visto ;1
 hasta cuando tormentas rosario  mauricio    ;0
promo    dj boni  franco luna  lluvia nunca llego  noche perfecta moroquear  ;0
no tengo registro haber estudiado con lluvia  siempre hay sol raja tierra  ;0
lluvia soleado   \u2014 lluvia mil veces  ;0
se corto luz  tengo     hace calor lpm no puedo abrir ventana porque llueve  ustedes bien  ;1
lpm malditos truenos          \U0001f62d \U0001f62d ;1
estos dias lluvia hacen querer tener alguien con quien conchear ;0
escucharon mismo yo  maldita lluvia tengo miedo ;1
lluvia amo eso no mas ;1
 ya todo inundado ;1
   \U0001f602 \U0001f602 \U0001f602 \U0001f602 \U0001f602 estaba esperando pare lluvia eso cuenta  ;0
bueno  hacia años no veia tormenta como  empezar  llueve lado contrario donde llueve siempre ;1
explicame parte primero llueve despues hace calor infernal  ;0
 mal  ya fue lluvia  \U0001f614 ;0
que lindo jugar bajo lluvia \u26bd  \U0001f60d \U0001f60d \U0001f60d ;1
los dias lluvia encanta sentarme mirar ventana mientras doy manija con cosas no puedo solucionar    ;0
 trabajar albañil rayo sol  no querias saberlo pero bueno ;0
granos gruesos  lluvias abundantes llevarian resembrar segun bcr  muchos productores deberan volver empezar luego intensas precipitaciones  estima fenomeno podria haber generado perdidas u    millones hectarea  lee aca  \u27a8   ;0
  cuadra cuidas  asi mojo cn auto dia lluvia ;0
habia tormenta ahora salio sol ni yo llegue ser tan bipolar asi ;0
rico olor lluvia ;1
estaria tan lindo ver lluvia estrellas rio \U0001f62d ;0
en   min tengo ingles aca estoy dando vueltas casa envuelta con toalla esperando caiga rayo no ir ;0
que lluvia corta mambo ;1
porque siempre llueve no tengo patagua ;1
ustedes sienten ese calor infernal con lluvia   tarde estamos todos reventados humedad  somos mas parecido amazonas ;1
que buena noticia   fue lluvia      ;0
sos linda porque miras con alma  porque bancas tormentas  porque no pierdes calma  linda porque no guardas nada  porque lloras con ganas porque sonries pavadas  linda porque vivis manera  metetelo cabeza  linda  magia  \u2728 ;0
 lluvia para cuando mentir echaron con eso  ;0
pero problema donde  porque ya sabes pasa cuando llueve  \U0001f923 ;0
netflix  lluvia  helado   solo falta cosa  \U0001f914 ;1
 anuncian lluvias    \U0001f622 ;0
lluvia amo ;1
estaba twittear algo normal como todos  hasta pum  lluvia cajetas cayendo grupo whatsapp   tipos culiados ;0
colectividades lluvia  solo corazon  ;0
amo lluvia  pero peor enemigo laburante  como gobierno derecha mental  ;1
altos rayos estan cayendo ahora si miedo mabel ;1
si hoy no llueve mato ;0
entrar mas tarde salve lluvia sale mas bien ;0
que linda lluvia como encerrarme pieza ver series \U0001f63b ;1
y inflacion mas facil bajar  lluvia inversiones   do semestre  jubilados van ganar inflacion volvimos mundo algunos lugares sobra agua otros sobra recen no incendie     gauchada viene   \U0001f612 \U0001f612 \U0001f612  ;0
si dormir escuchando lluvia hermoso   imaginate con lado mio  ;1
y ahora paro lluvia puta madre ahora desvelo lluvia cara ogt ;0
detesto con todo ser dias lluvia humedad ;1
va correr lluvia  readi pibes ;0
menos mal viene lluvia  hace falta refrescar poco     \U0001f62d \U0001f327 \U0001f329 \U0001f329 \U0001f327 \U0001f327 \U0001f327 \U0001f327 \U0001f327 \U0001f329 poco mas  \U0001f329 \U0001f327 \U0001f327 \U0001f327 \U0001f327 \U0001f327 \U0001f327 \U0001f327 \U0001f327 \U0001f327 \U0001f327 \U0001f327 \U0001f327 \U0001f327 \U0001f327 \U0001f327 \U0001f327 ;0
el trueno acaba caer señor yisus ;1
debido intensas lluvias  jornada detiene  va esperar    minutos ver si jornada continua  ;1
por carajo lloviendo casi todos lunes  lluvia lpm cortas rutina gimnasio ;1
voy dormir como bebe noche con lluvia ;1
llegan tormentas nunca falla pelotudo putea  desenchufa todo andate dormir para  simple ;1
que lindo llueve cordoba hay viento  ;1
 si era lluvia   \U0001f605 \U0001f605 \U0001f602 \U0001f602 escribi mal  ;0
que linda tormenta estar con \U0001f60a \u2764 ;1
  eres crack  maquina  jefe  tifon  tornado  tiburon  mastodonte   \U0001f4aa apu va simpsons  ;0
nada mejor netflix ruido lluvia escucha  \U0001f60d ;1
linda tormenta  lindo fresquito fin ;1
mis respetos todos aquellos trabajan construccion   hay bancarse       veces hasta    grados rayo sol sin dudas quienes mas sufren  merecen sueldo mas digno  aplauso ellos  \U0001f44f \U0001f44f \U0001f44f \U0001f44f ;0
que venga tremenda tormenta chabon no importa nada ;0
mira amo lluvia  tormenta todo pero imposible trabajar colonia  basta llover salga sol vez  \U0001f64f ;0
 habla  hace   grados llueve  \U0001f602 ;1
llueve domingo   ;0
con dia lluvia  mentalmente estoy aca     \U0001f917  paris  buenos aires  argentina  ;0
domingo lluvia  ;1
 luces apagadas  lluvia    nos dejan servida ;0
  situacion tambien compleja   ademas irregular  no veo piloto tormenta   espero podamos resolver bien todos  ;0
ya tiene poquito cansado lluvia ;1
lluvias cordoba \u2602  \U0001f302 \u2614      ;0
lluvia piedra lluvia estrellas ;0
que deprimente estos dias no entiendo no llueve torrencialmente hay sol raje tierra quiero llorar mil años si posible ;0
   ayer grupo  servidores publicos estuvieron trabajando lugar  encima con estas lluvias riesgo agudiza mas  ojala tomen cartas asunto manera seria  ;0
con lluvia dormir con piernas ajenas  \U0001f60f ;1
 acabo escuchar trueno  \U0001f643 \U0001f499 \U0001f49b ;1
tormenta electrica anoche camino lafinur san luis   fotos aportadas jorge vilchez  \U0001f329 \U0001f32b \u26c8     ;0
que hermosa lluvia ;1
cada ves hay llevar maqueta llueve  altura tiene maldicion      ;1
como no seguir durmiendo con lluvia  ;1
jugamos bajo lluvia  placer coincidir  ;0
 villa esperan tormentas ;0
linda lluvia cucharear  \U0001f499 \U0001f437 \U0001f437 ;1
ayer lluvia cago laburo sacar fotos cancha  hoy no deja salir casa ir hacer programa radio  esto volviendo algo personal ;0
las tormentas verano mejores  \U0001f60d ;0
hablemos bipolaridad tiempo lluvia sol lluvia sol   hermosa jornada futbol bajo lluvia  fue asi como lavaron zapas  \U0001f602 \U0001f923 \U0001f602 \U0001f923 \U0001f602 \U0001f923 ;0
y habia gente pensaba iba ver lluvia estrellas  ilusos  ;0
espera sentado lluvia estrellas ahora ;0
llamado solidaridad  si alguien dispone gps buen funcionamiento no use  haganselo llegar tormenta estaria llegar rosario  aparentemente encuentra perdida no encuentra rumbo  desde ya muchas gracias  re calculando  re calculando  calor lpm  ;0
tormenta relampagos plata     ;0
lluvia mierda yo no puedo ni llegar tarde con faltas tengo  lpm ;1
que lluvia mierda puta madre  ;1
fu como cucharear con lluvia con aire obvio \U0001f44c ;1
odio dormir sola mucho mas cuando llueve ;0
 mañana si llueve nos juntamos  pao dice extraña ;0
me levante abri puerta frente sente ver lluvia  tengo   años ;1
adivinen quien tiene planeado ir gimnasio hora anticipan tormenta  ;0
amo tormentas asi ;1
estoy lado perra haciendole mimos porque tiene miedo truenos ;1
 bueno  feliz dia  basta lluvia  ;1
che  no paja salir con lluvia hay   no saben linda cama \U0001f618 \U0001f618 ;1
el otro dia agarro brote galactico nervios mientras hablaba telefono con mama decia queria ir  miro techo  pieza llueve  adentro placard cae pintura techo comedor tambien  ay jesus todo desmorona   amiga mai meme   ;0
truenos he mandar  cohetes  ;0
hoy no era lluvia estrellas  ;0
hace dos horas estoy escuchando como ruido tormenta ya sali afuera   veces ver onda cielo sigue mil despejado  ;0
mira tormenta no caes bien hayas tirado   seg granizo rayo no va evitar siga durmiendo ;1
lito ya estas bastante grande tenerle miedo lluvia    ;0
 oh rayos encima camufla ;0
martes con lluvia  \U0001f327 persistente con ganas quedarse rato largo    \u2614 bancamos con musica info necesitas  \U0001f3b6 \U0001f4df \U0001f3a7 hasta    mañana top escuchanos         \U0001f4fb online  \u2026  ;1
llueve con sol  para hincha bolas noma ;1
 intensas  lluvias golpean  cuenca lechera santafesina   nota podran encontrar fotos     ;1
 \u26c8  \u2614debido intensas lluvias piden circular con precaucion red vial entrerriana  \U0001f698 \U0001f6e3   tormentas  lluvias  caminos  precaucion  entre rios   info  \u27a1    ;1
siempre salida laburo larga tormenta concha lora     \U0001f621 \U0001f92c \U0001f92c \U0001f621 ;1
te falto lista victimas       fallecidos inundacion plata scioli jefa banda  responsables tambien    ;0
la lluvia dolor rodillas van mano ;0
iba tirar tipico tw dice  con lluvia dan unas ganas estar concheando con ella no solo  pero tuve poco amor propio ;0
llueve mas adentro    afuera  \U0001f426 ;1
llueve  asi voy intentar dormir mejor ;1
lluvia forra  cara quede  ;1
veni culiada  con lluvia hago quieras ;1
supuestamente hoy habia lluvia estrellas  sali terraza nublado tragico ;0
que depresion genera saber empezamos educacion fisica pileta club  corro    vueltas campito con    grados rayo sol si queres pero ir pileta club no favor ;0
y lluvia para cuando   ;0
 ;1
disculpenme tormenta facha ;0
quiero estar durmiendo con lluvia no estudiando \U0001f62d \U0001f62d ;1
el tiempo como  nublado llueve despues sale sol dia queres  otro cambias final ya ni acordas  vuelve pasar mismo  ;0
odio pongan dios todo  mierda va hacer dios si hay tormenta  nada ;0
 ;1
estaba cocina entra piba vive conmigo   mira   cuando miro dice  miras pelotudo  va  mamita tormenta electrica cabeza tenes  ;0
 \U0001f481 \U0001f3fb \u200d \u2642 \u2728 \U0001f3f3 \u200d \U0001f308  lluvia glitter  ;0
que lluvia orto concha lora ;1
ojala vaya bien viendo netflix mirando lluvia  yo salgo    trabajar ;1
mi mama tiene miedo lluvia no se onda   cree acido no se  \U0001f621 \U0001f602 ;1
porque no llueve deja joder     como siempre seguro voy volver con agua cuando tengo ir casa   ;0
 unicos dias no pronostican lluvia miercoles jueves porque sabado  salvo alguien saque ventaja jugando dentro semana       ;0
la envidia llueve \U0001f3b6 \U0001f602 \U0001f618 ;0
 insolito   villa ribera  sobre ruta    cercanias con acceso ruta     automovilista resguardo vehiculo garita colectivo medio tormenta   ;1
 \U0001f5 de domingo sin colectividades serios daños provoco tormenta      rosario   ;1
con lluvia siesta dos  \U0001f644 ;1
esta foto expresaba aceptacion  hs lluvia con tres mas esperando  despues valio pena   ;1
me estoy comiendo unos ramen noodles   tarde porque perdi control vida  tambien porque llueve no quiero salir ;1
no estes sola lluvia no entregues favor  si debes ser fuerte estos tiempos resistir decepcion quedar abierto  mente alma  yo estoy con   ;0
llueve pienso ti  veces esa lluvia fuerte e intensa inunda desierto sediento  sensaciones sentimiento  otras  tan suave calma derrama entre mis arenas cual oasis frescura paz  no extraño sol arco iris  quiero siempre lluvia   ;0
tremendos dias mierda lluvia  ;1
otra vez lluvia       \U0001f644 ;1
     dias antes fue tarde lluvia con camacho  ese paso madrid coloco definitivamente todas ferias hasta     año corto temporada  despues vendria resurreccion sevilla con sobrero capea   orejas opiparo  tambien con   curros ;0
tormenta   ya siento  \U0001f612 \u26c8 \U0001f494 ;0
llueve todos subiendo videos  \U0001f611 ;1
lo llueve  cordoba  mamadera ;1
veamos lluvia estrellas juntos enviar   ;0
todo inundado ;1
panchita tiene miedo truenos  ;1
noche lluvia;0
 buen martes     ;1
tengo mil tormentas problema ;0
sigo sin comprender gente gusta lluvia     ;0
 hola gaby podes creer llueve   dios   ;1
que deje amagar lluvia largue buena vez ;1
pero hermoso dormir con lluvia fondo  \U0001f60d ;1
  si olvidate   todos buenisimos  porq gusta parece tienen mucho mas nivel dani trueno otros participantes estan mas arriba tabla  pero bueno  \U0001f937 \u200d \u2640  ;0
de onda toooodos van subir historias llueve  \U0001f937 \u200d \u2642  \U0001f937 \u200d \u2642  \U0001f937 \u200d \u2642  ;1
 cuanta verdad luis decis  van casi    años gobierno no pudieron solucionar tema inundaciones  fuerte abrazo todos estan sufriendo lluvias c b  nos espera si llegan gobernar aca  aproposito    estas paseo alla  ;0
ver como llueve amanecer no tiene precio \U0001f60d ;1
que desastre urquiza oeste todo inundado ;1
con llueve  ya podrian ir suspendiendo    ;1
odio lluvia ;0
ahh desperte con lluvia  \U0001f60d ;1
esa tormenta  \U0001f495 \U0001f495 \U0001f495 \U0001f495 \U0001f495 traiganme pili porfavor ;1
estar hablando con nico puerta casa  vimos rayo caer sentimos estatica lpm nos metimos adentro  \U0001f602 ;1
aca esperando lluvia estrellas     ;0
un debil trueno  cielos nublados  posiblemente llueva  si caso  quedarias conmigo  ;1
la urba entrego detectores tormentas electricas     ;0
alta lluvia buena mojada nos pegamos  ;1
la lluvia nos va cagar pesca  ;1
gracias existir lluvia amo mucho ;1
llueve necesidad harinas incrementa niveles insospechados  ;1
 ahr tenia rayo congelador  humildad ;0
amo noches lluvia  pero no puedo dormir ;1
con razon llueve  ;1
bueno ya estariamos con lluvia ;1
madrugada con tormenta sobre santa fe  viento  lluvia granizo  zonas oeste oscuras cortes energia  ya    ml agua  ya  viernes complicado     ;1
la lluvia paz ;0
che si nos juntamos ver lluvia estrellas  ;0
hoy pinta ver netflix  tomar helado con aire lluvia fondo sabeeee sola amo viernes ;1
entonces    mepa no vamos ver lluvia estrellas hoy ;0
tengo miedo alcance rayo cuernos  cuidate bb \U0001f49a ;0
bailar bajo lluvia    ;1
con lluvia fondo tus canciones voy recostar   gracias tanto  si supieras todo estas siendo vida  abelenmendoza pd  si alguien tiene cuando canto arder libertad favor avisa   ;1
raro con lluvia no dormimos juntos  \U0001f61e ;0
deje puerta abierta auto vieja llevo puesto tronco no hizo nada pero rayo   dale todavia queda semana terminar cagar año mierda ;0
vine laburar somos    entra llamada cada media hora muy culiados no hacen ni pedido  llueve tengo sueño gente no hablarme  quiero morir lentamente poder dormir con ojos abiertos   \U0001f926 \U0001f3fb \u200d \u2640  \U0001f926 \U0001f3fb \u200d \u2640  \U0001f92c ;1
 rioceballos falta lluvias cuenca  diquelaquebrada mantienen nivel debajo     mts vertedero  si bien registros  lluvias superan    lluvias parte alta insuficientes   crisishidrica ;1
semejante inundacion calles basso  mas facil cruzar rio chubut vereda  excepcion seas mapuche  ahi si digo sigas vereda ;1
veni ver lluvia estrellas  ahre ;0
 buenmartes \U0001f449 \U0001f326  \U0001f609 \U0001f4aa tiempo inestable cielo nublado parcialmente nublado probabilidad lluvias  poco cambio temperatura minima    \  maxima    \   pronosticodeltiempo  tiempo  rosario  somosrosario  ;1
que tormenta cojuda mas vale mañana sigas igual queremos faltar colegio  ;1
queres lluvia inversiones  anda bolivia  ;0
 santafe procedio rescate personas quedaron aisladas campo entre  sanfabian  arocena zona donde registros lluvia marcaron               ;1
que lindo tornado  hizo bosta tornado ;0
medio tarde llego tormenta  ahr pretencioso ;1
lunes lluvia   ;1
que lindos dias lluvia ;1
hola  queres venir merendar casa con biscochuelo calentito cafe recien hecho mientras escuchamos lluvia garchamos        enviar ;0
el level trueno diosito ;0
 desde ventana vida arcoiris vive sueña solo existir abrazo enorme  despues tormentas sale sol tambien arcoiris  bello \U0001f60d \U0001f60d \U0001f44f \U0001f44f \U0001f48b sueña lindo \U0001f48b  ;0
me cago lluvia mierda va cagar fin semana ;1
esos truenos soledad no robo amiga ;1
cuando yo salgo  llueve  corta luz todo   \U0001f612 gracias vida  ;1
son esos momentos uno pone reflexionar alumbra tormenta ;0
se largo fuerte lluvia mierda yo ando repartiendo estoy mojando todo   ;1
dejate joder lluvia cagaste clasico no cagues sabado ;1
cada vez tengo rendir  fijo llueve ;0
hoy tenia pensado salir porque mañana no trabajo pero lluvia cagando planes desde tiempos inmemorables ;1
si llueve mañana tampoco aparezco colegio ;1
vieron siempre nos quejamos llueve finde entre semana no  bueno ahora paso revez demosle gracias buda ;1
adoro olor lluvia \U0001f60d \U0001f60d ;0
lluvia ella rico   ;1
  lluvia  peli  yo yo abrazando almohada   ;1
estuve   meses sin wifi  arreglaron ahora rayo mierda quede sin  gracias tanto \U0001f44c \U0001f3fb ;1
lluvia mas lluvia  \U0001f626 ;1
mereces esos mensajes lees   veces sonreis   pongan mundo reves quieran ahora pq ahora antes despues mereces alguien mejore no intente cambiarte si descubrirte mereces alguien haga creer tormenta vienen tiempos mejores \U0001f4ab ;0
mal ahi lluvia corta mambo ;1
salio vine buscar  con lluvia torrencial  quede con  felicidad total  \U0001f64c ;0
la lluvia    ;1
adivinen porque lluvia mierda no quiere parar  juveeeee no lloraaaaaaar         ;1
sabes lluvia nunca dura siempre  despues tormenta sale sol brillante  zg  zonaganjah  \u270c \U0001f3fb \u2764 \U0001f49b \U0001f49a \U0001f308 ;0
        nada ver  desviado punta tormenta  ;1
a ver si llueve puta vez carajo ;1
bosteros cagones    hoy no pueden adjudicar problema lluvia  pero tienen nana pibes  conmebollibertadores ;0
me desperto lluvia  \U0001f60d \u2764 ;1
pase todo dia rayo sol pintando techo sin embargo cargo alto buen humor guacho adoro caso conmigo mismo gilada ni cabida vida ahora digo adios dios bendiga ;1
lo mas lindo anoche fue ver lluvia estrellas pedo ;0
donde lluvia prometiste       ;1
noche tormenta tipo  \u26a1 \U0001f602  ;1
zarpada tormenta ;1
con estas lluvias ojala haya llegado agua tanque ;1
ella lluvia presta seguir durmiendo ;1
la lluvia salvo ir trabajar ;1
 llueve tranquilo   ntvg ;0
lluvia  auriculares vela   zeta ;1
si llueve sea dos     ;0
gracias lluvia nuevo ;1
escucha como llueve lpm  santiago veni dormir conmigoooo ;1
con lluvia caer unos    min tarde laburo  \U0001f60f ;1
  si rei mucho   con truenos tormenta fondo   cielo enojado porque no gano  ;1
la lluvia ya  faltas  ;1
lindo bardo perdi no tener internet culpa tormenta ;1
el lunes sali trabajar ocho  ayer no vine hoy salgo nueve  fin semana casi ni trabajo  tan linda semana sorprende sabado seguro cae rayo ;0
escuche trueno sali corriendo desenchufar aire televisor  dolio bolsillo comprar ambos  mejor ser responsable  \U0001f644 ;1
 nuestramirada pronostican lluvias martes  miercoles  jueves viernes  ;0
otra vez lluvia daaaaaale  ;1
la lluvia era linda hasta puse alarma      ;0
tengo tanta mala suerte decidi salir caminar con lluvia  paro llover xd ;1
me llevo mal con baldosas flojas dias lluvia ;0
   años dan miedo tormentas ;0
casi mori con ese trueno  encima estaba durmiendo ventana cerca ;1
 redespiertos  felizmartes  buenmartes    \U0001f327en estos dias tan lluviosos  respondeme pregunta  hay mas accidentes dias lluvia   \U0001f327  ;0
me habia dignado ir pool hoy  eso lluvia chicos im sorry ;1
estoy esperando lluvia cordoba     quiero dormir con lluvia plis ;0
recuerden antes terminar año queda ultima mala decision tomar  pagar     mangos joda aire libre   suspenda lluvia  ;0
hola queres ver lluvia estrellas conmigo  recibir ;0
la unica ventaja todo inundado casa como casa abuela jejeje ;1
que lindo cuando lluvia lleva todo ;0
domingo  lluvia ahs apocalypse  \U0001f64c  \U0001f64c ;1
lindo dia besar bajo lluvia  ;1
